Year,Name,Control,State,Region,Admission Rate,SAT Average,Average Cost of Attendance,Average Faculty Salary,Median Family Income,Undergrad Population,% Female,% White,% Black,% Hispanic,% Asian,% International Students,% Undergrad with Pell Grant,Completion Rate,% Undergrad 25 or Above,% First-Generation College Students,% Students whose Parents Have Postsecondary Education
2011-01-02,University of Bridgeport,Private,Connecticut,New England,0.5745,899,41330,7200,34449,2534,0.6985,0.2743,0.3792,0.176,0.0355,0.0908,0.5254,0.2988,,0.4202702703,0.5797297297
2011-01-02,Central Connecticut State University,Public,Connecticut,New England,0.6016,1020,18804,8302,55432,9720,0.4845,0.7507,0.0912,0.0825,0.0289,0.0101,0.2429,0.4757,,0.3881083793,0.6118916207
2011-01-02,Connecticut College,Private,Connecticut,New England,0.3659,,53415,8667,92979,1770,0.6034,0.7503,0.0418,0.0605,0.0305,0.0435,0.1002,0.8655,,0.114822547,0.885177453
2011-01-02,University of Connecticut,Public,Connecticut,New England,0.5397,1221,23364,10845,73655,16970,0.4951,0.6461,0.0523,0.0603,0.082,0.0166,0.174,0.8049,,0.2649898374,0.7350101626
2011-01-02,Eastern Connecticut State University,Public,Connecticut,New England,0.645,1040,22582,8144,71007,5035,0.5329,0.7917,0.0673,0.0715,0.0161,0.0107,0.2196,0.5245,,0.3507306889,0.6492693111
2011-01-02,Fairfield University,Private,Connecticut,New England,0.6465,1145,50830,9514,88434,3689,0.5842,0.2404,0.0274,0.0271,0.0108,0.013,0.1312,0.8259,,0.2287275566,0.7712724434
2011-01-02,University of Hartford,Private,Connecticut,New England,0.6156,1090,41539,7394,69890,5216,0.5194,0.6286,0.1394,0.0667,0.0309,0.0207,0.2103,0.6829,,0.2683865999,0.7316134001
2011-01-02,Mitchell College,Private,Connecticut,New England,0.8267,,39449,6836,52562,916,0.4541,0.6998,0.1277,0.0961,0.0131,0.012,0.2872,0.3717,,0.3458333333,0.6541666667
2011-01-02,University of New Haven,Private,Connecticut,New England,0.736,1050,42695,8233,68917.5,4159,0.5006,0.4164,0.0726,0.0604,0.0139,0.0656,0.2569,0.5271,,0.3331877729,0.6668122271
2011-01-02,Post University,Private,Connecticut,New England,0.5587,823,32860,6749,25591,3039,0.5926,0.3501,0.1701,0.0826,0.0105,0.0082,0.3796,0.2764,,0.5339966833,0.4660033167
2011-01-02,Quinnipiac University,Private,Connecticut,New England,0.7198,1095,46691,9933,95064,6025,0.6299,0.7827,0.0383,0.0606,0.0279,0.012,0.1137,0.7775,,0.2012987013,0.7987012987
2011-01-02,Sacred Heart University,Private,Connecticut,New England,0.6624,943,43465,7517,87000,4163,0.6073,0.7228,0.0404,0.0632,0.0142,0.0267,0.1718,0.6689,,0.293982808,0.706017192
2011-01-02,University of Saint Joseph,Private,Connecticut,New England,0.8119,983,38591,7204,48947,1037,0.9904,0.4426,0.0829,0.0984,0.0183,0,0.3697,0.418,,0.4037478705,0.5962521295
2011-01-02,Southern Connecticut State University,Public,Connecticut,New England,0.7111,956,16376,7910,54732,8776,0.6125,0.6948,0.1351,0.0887,0.026,0.0059,0.2546,0.4205,,0.3859315589,0.6140684411
2011-01-02,Trinity College,Private,Connecticut,New England,0.4317,1264,53525,8982,80000,2238,0.5009,0.6336,0.0706,0.0702,0.0563,0.0608,0.1252,0.8594,,0.1215351812,0.8784648188
2011-01-02,Wesleyan University,Private,Connecticut,New England,0.2203,1391,53797,9897,75616,2837,0.5146,0.5608,0.062,0.0888,0.0726,0.068,0.1572,0.9437,,0.1647058824,0.8352941176
2011-01-02,Western Connecticut State University,Public,Connecticut,New England,0.6338,990,19519,8614,61053,5646,0.5434,0.5992,0.0572,0.056,0.0246,0.0027,0.2096,0.445,,0.3862626263,0.6137373737
2011-01-02,Yale University,Private,Connecticut,New England,0.0753,1473,52950,14119,50493,5296,0.5038,0.4666,0.0597,0.0912,0.1414,0.0982,0.1291,0.9632,,0.1853333333,0.8146666667
2011-01-02,Delaware State University,Public,Delaware,Mid East,0.4149,869,19419,6850,37854,3372,0.6204,0.1047,0.7503,0.054,0.0113,0.0107,0.5,0.3916,,0.3906083244,0.6093916756
2011-01-02,University of Delaware,Public,Delaware,Mid East,0.5057,1189,18759,10492,102424,16661,0.5689,0.7737,0.0533,0.0565,0.0402,0.0318,0.1013,0.7402,,0.2006096399,0.7993903601
2011-01-02,Goldey-Beacom College,Private,Delaware,Mid East,0.7633,,29680,7772,43641.5,695,0.5482,0.5583,0.2331,0.0719,0.0691,0,0.3063,0.4275,,0.4363057325,0.5636942675
2011-01-02,Wesley College,Private,Delaware,Mid East,0.6295,850,32135,4971,45986,1788,0.5431,0.4961,0.4094,0.0358,0.0106,0.005,0.2796,0.318,,0.4384359401,0.5615640599
2011-01-02,American University,Private,District of Columbia,Mid East,0.4347,1282,49747,10050,85381.5,6665,0.5959,0.5862,0.044,0.0594,0.0621,0.0707,0.1331,0.7926,,0.136286201,0.863713799
2011-01-02,Catholic University of America,Private,District of Columbia,Mid East,0.8596,1106,47524,8705,102000,3519,0.5493,0.6334,0.0531,0.0733,0.027,0.0332,0.118,0.6871,,0.1621262458,0.8378737542
2011-01-02,Gallaudet University,Private,District of Columbia,Mid East,0.5499,855,26500,9786,25795,1064,0.5404,0.6617,0.1147,0.0996,0.0367,0.0536,0.4514,0.348,,0.3577586207,0.6422413793
2011-01-02,George Washington University,Private,District of Columbia,Mid East,0.3675,1287,54125,11571,80000,10055,0.5546,0.5544,0.0699,0.0722,0.1001,0.0666,0.1175,0.8056,,0.1297995243,0.8702004757
2011-01-02,Georgetown University,Private,District of Columbia,Mid East,0.1978,1397,54954,11306,65594,7208,0.5559,0.6595,0.0615,0.067,0.0916,0.0733,0.1112,0.9396,,0.1733954451,0.8266045549
2011-01-02,Howard University,Private,District of Columbia,Mid East,0.5403,1090,27460,7622,47313,6921,0.6726,0.0001,0.9676,0.0033,0.0019,0.027,0.3996,0.9114,,0.2416192283,0.7583807717
2011-01-02,Trinity Washington University,Private,District of Columbia,Mid East,0.8204,,29063,6126,28198,1561,0.9577,0.0295,0.713,0.114,0.0141,0.0038,0.599,0.3472,,0.5108571429,0.4891428571
2011-01-02,The Baptist College of Florida,Private,Florida,Southeast,0.4621,955,15250,4659,34000,625,0.3728,0.8432,0.0448,0.0384,0.0048,0,0.4958,0.4186,,0.417218543,0.582781457
2011-01-02,Barry University,Private,Florida,Southeast,0.5693,930,38740,6310,28106.5,4838,0.6792,0.1073,0.1716,0.1848,0.0074,0.0566,0.4464,0.3544,,0.4309453471,0.5690546529
2011-01-02,Carlos Albizu University-Miami,Private,Florida,Southeast,0.56,,29920,5194,19718,340,0.7735,0.0147,0.0471,0.8765,0,0.0147,0.643,0.2381,,0.3672922252,0.6327077748
2011-01-02,Johnson University Florida,Private,Florida,Southeast,0.3258,953,22896,4807,31163,303,0.4257,0.6568,0.1716,0.1254,0,0.0066,0.4449,0.3889,,0.4196891192,0.5803108808
2011-01-02,University of Central Florida,Public,Florida,Southeast,0.4638,1182,17239,7725,33623,47225,0.5438,0.6385,0.0962,0.1698,0.0557,0.0108,0.2541,0.6363,,0.342041723,0.657958277
2011-01-02,Eckerd College,Private,Florida,Southeast,0.7146,1137,45312,6797,55000,2352,0.6054,0.7717,0.074,0.0689,0.0136,0.0255,0.2218,0.6879,,0.2389558233,0.7610441767
2011-01-02,Edward Waters College,Private,Florida,Southeast,0.2398,766,21628,4435,18746,769,0.459,0.0273,0.9233,0.0065,0,0,0.7806,0.1459,,0.5287769784,0.4712230216
2011-01-02,Embry-Riddle Aeronautical University-Daytona Beach,Private,Florida,Southeast,0.7992,1096,42200,7465,39588,4484,0.1534,0.5682,0.0653,0.0941,0.0582,0.138,0.2369,0.5434,,0.3600522762,0.6399477238
2011-01-02,Florida Agricultural and Mechanical University,Public,Florida,Southeast,0.6111,917,14793,7276,28151,11164,0.5979,0.0222,0.9502,0.0099,0.0088,0.0054,0.5958,0.4062,,0.4256549232,0.5743450768
2011-01-02,Florida Atlantic University,Public,Florida,Southeast,0.5072,1070,15439,7448,27172,22408,0.5704,0.5132,0.1825,0.2218,0.0449,0.0152,0.2891,0.4223,,0.4016393443,0.5983606557
2011-01-02,Flagler College-St Augustine,Private,Florida,Southeast,0.5562,1082,25340,5868,50046,2747,0.5814,0.8082,0.0251,0.0681,0.0047,0.0197,0.2434,0.636,,0.3048433048,0.6951566952
2011-01-02,Florida College,Private,Florida,Southeast,0.5711,1047,22990,5517,58357,478,0.5251,0.841,0.0586,0.0356,0.0042,0.0188,0.2099,0.4871,,0.2236421725,0.7763578275
2011-01-02,AdventHealth University,Private,Florida,Southeast,0.9838,933,19481,6249,40729,2634,0.806,0.5664,0.1492,0.1572,0.0588,0.0091,0.2491,0.3836,,0.4209019327,0.5790980673
2011-01-02,Florida Institute of Technology,Private,Florida,Southeast,0.5865,1164,46350,7963,20710.5,5329,0.4948,0.5198,0.1732,0.0604,0.0167,0.1195,0.3503,0.5662,,0.5071098471,0.4928901529
2011-01-02,Florida International University,Public,Florida,Southeast,0.5053,1079,16783,8778,24562,32953,0.5511,0.1253,0.1201,0.6533,0.0314,0.0482,0.4419,0.4579,,0.3894446582,0.6105553418
2011-01-02,Florida Memorial University,Private,Florida,Southeast,0.4099,,22352,6366,19920,1852,0.6145,0,0.8461,0.0281,0.0022,0.0999,0.7898,0.3949,,0.5491723466,0.4508276534
2011-01-02,Florida Southern College,Private,Florida,Southeast,0.672,1062,32095,6404,54629,2264,0.6034,0.7253,0.0649,0.0738,0.0186,0.0358,0.2805,0.5154,,0.3389830508,0.6610169492
2011-01-02,Florida State University,Public,Florida,Southeast,0.5952,1192,16911,8411,46161,30830,0.5475,0.6944,0.1049,0.138,0.0347,0.0043,0.2466,0.7356,,0.2863594547,0.7136405453
2011-01-02,University of Florida,Public,Florida,Southeast,0.4322,1265,16102,9273,38716.5,32043,0.5511,0.5885,0.0947,0.1668,0.0837,0.0093,0.2806,0.8447,,0.3140235425,0.6859764575
2011-01-02,Jacksonville University,Private,Florida,Southeast,0.4122,1016,36814,6696,46625.5,3158,0.5982,0.5706,0.1985,0.0697,0.0364,0.0076,0.3111,0.4048,,0.3618421053,0.6381578947
2011-01-02,University of Miami,Private,Florida,Southeast,0.3922,1313,51763,9823,49085,9903,0.5178,0.4506,0.0723,0.2457,0.053,0.0921,0.1917,0.8025,,0.2233534839,0.7766465161
2011-01-02,University of North Florida,Public,Florida,Southeast,0.5078,1118,17442,6394,35403,14044,0.5568,0.7368,0.0998,0.0732,0.0528,0.0106,0.254,0.4693,,0.3381982889,0.6618017111
2011-01-02,Nova Southeastern University,Private,Florida,Southeast,0.5329,1051,34522,8627,25399,6092,0.7096,0.2753,0.2556,0.3152,0.0532,0.0414,0.3676,0.4059,,0.40367428,0.59632572
2011-01-02,Palm Beach Atlantic University,Private,Florida,Southeast,0.8006,1042,34376,6641,41429,2399,0.6307,0.5556,0.1726,0.1392,0.0108,0.0246,0.3722,0.5244,,0.3226744186,0.6773255814
2011-01-02,Ringling College of Art and Design,Private,Florida,Southeast,0.7401,,45743,7299,58442.5,1368,0.5848,0.6564,0.0351,0.1308,0.0599,0.0738,0.327,0.6866,,0.2365771812,0.7634228188
2011-01-02,Rollins College,Private,Florida,Southeast,0.5566,1208,52045,8128,39461.5,2505,0.594,0.7058,0.0515,0.123,0.0279,0.0511,0.2414,0.6893,,0.2487611497,0.7512388503
2011-01-02,Saint Leo University,Private,Florida,Southeast,0.7755,1009,30000,6408,26444.5,11951,0.6118,0.3502,0.2902,0.0691,0.0115,0.0114,0.5985,0.4467,,0.4987794955,0.5012205045
2011-01-02,University of South Florida-Main Campus,Public,Florida,Southeast,0.4454,1128,18927,8290,32302,30239,0.564,0.5991,0.1211,0.1711,0.0639,0.0132,0.3305,0.5144,,0.391245748,0.608754252
2011-01-02,St. Thomas University,Private,Florida,Southeast,0.5935,860,31971,8732,23803.5,1113,0.5615,0.0952,0.2543,0.4412,0.0045,0.1051,0.5017,0.4,,0.4207240949,0.5792759051
2011-01-02,Stetson University,Private,Florida,Southeast,0.5051,1096,42325,8770,43717,2124,0.5702,0.7302,0.0579,0.1186,0.0146,0.0377,0.2909,0.612,,0.3058943089,0.6941056911
2011-01-02,The University of Tampa,Private,Florida,Southeast,0.5309,1077,33351,7563,58977,5651,0.5636,0.6116,0.0543,0.114,0.0131,0.0963,0.2166,0.5929,,0.2821836961,0.7178163039
2011-01-02,Trinity Baptist College,Private,Florida,Southeast,0.5704,952,14342,3091,27203,228,0.3947,0.8114,0.0833,0.0526,0.0219,0.0175,0.4553,0.4412,,0.3661971831,0.6338028169
2011-01-02,Warner University,Private,Florida,Southeast,0.5017,892,25927,4829,29380.5,933,0.5595,0.5338,0.2701,0.1243,0.0193,0.0139,0.5342,0.3937,,0.4635761589,0.5364238411
2011-01-02,Webber International University,Private,Florida,Southeast,0.5262,911,30032,4461,34986,679,0.3549,0.4374,0.2356,0.0825,0.0088,0.2268,0.443,0.3309,,0.4340425532,0.5659574468
2011-01-02,The University of West Florida,Public,Florida,Southeast,0.6897,1072,14338,6789,31722,9132,0.5841,0.7521,0.1024,0.0614,0.0407,0.014,0.3604,0.4738,,0.3845977011,0.6154022989
2011-01-02,Abraham Baldwin Agricultural College,Public,Georgia,Southeast,0.7196,,11744,4811,27858,3206,0.5427,0.7208,0.1881,0.0512,0.0069,0.009,0.4701,0.1898,,0.4814977974,0.5185022026
2011-01-02,Agnes Scott College,Private,Georgia,Southeast,0.4606,,41955,7602,43589.5,853,0.9871,0.4361,0.2743,0.0598,0.0305,0.0926,0.3634,0.6822,,0.2358490566,0.7641509434
2011-01-02,Albany State University,Public,Georgia,Southeast,0.4172,879,14736,5895,22574.5,4154,0.6692,0.0419,0.8601,0.0065,0.001,0.0029,0.7174,0.4485,,0.4079233783,0.5920766217
2011-01-02,Armstrong State University,Public,Georgia,Southeast,0.5619,996,18214,5790,29980.5,6737,0.6476,0.6166,0.2385,0.0531,0.0285,0.0171,0.3772,0.2874,,0.3749326146,0.6250673854
2011-01-02,Point University,Private,Georgia,Southeast,0.4572,972,29498,4957,26672,1019,0.6084,0.3072,0.629,0.0393,0.0049,0.002,0.8507,0.2212,,0.4668435013,0.5331564987
2011-01-02,Clark Atlanta University,Private,Georgia,Southeast,0.6937,885,29382,5937,27782,3267,0.7242,0.0006,0.903,0.0037,0.0009,0.0067,0.6487,0.4306,,0.3385613845,0.6614386155
2011-01-02,Berry College,Private,Georgia,Southeast,0.6391,1174,35433,6530,64443,1910,0.6738,0.8351,0.0497,0.0398,0.022,0.0136,0.2763,0.6012,,0.2358175751,0.7641824249
2011-01-02,Brenau University,Private,Georgia,Southeast,0.2164,967,32428,5857,32472,1766,0.9054,0.5051,0.2605,0.0498,0.0153,0.0238,0.4187,0.4596,,0.4535809019,0.5464190981
2011-01-02,Clayton  State University,Public,Georgia,Southeast,0.3702,943,16682,6590,24073,6109,0.7112,0.2326,0.6292,0.0358,0.0414,0.0119,0.5161,0.2349,,0.4202377661,0.5797622339
2011-01-02,Columbus State University,Public,Georgia,Southeast,0.5616,957,15197,6337,29288,6970,0.602,0.5485,0.3476,0.0428,0.0189,0.0093,0.3701,0.3333,,0.3770949721,0.6229050279
2011-01-02,DeVry University-Georgia,Private,Georgia,Southeast,0.755,,30153,6625,22958,5279,0.5101,0.1841,0.4649,0.0367,0.0146,0.0038,0.6499,0.275,,0.5253315552,0.4746684448
2011-01-02,Emory University,Private,Georgia,Southeast,0.2966,1390,52132,11357,54226,7140,0.5511,0.4287,0.1041,0.043,0.2338,0.1046,0.1894,0.8803,,0.1715063521,0.8284936479
2011-01-02,Fort Valley State University,Public,Georgia,Southeast,0.3302,857,17890,6217,23626,3413,0.5801,0.0179,0.9484,0.0103,0.0012,0.0038,0.7034,0.3333,,0.3746701847,0.6253298153
2011-01-02,Georgia Institute of Technology-Main Campus,Public,Georgia,Southeast,0.5879,1320,18240,11215,63634.5,13160,0.3106,0.6169,0.0603,0.054,0.1678,0.0672,0.1577,0.7974,,0.1731707317,0.8268292683
2011-01-02,Georgia Southwestern State University,Public,Georgia,Southeast,0.6802,970,16305,5905,29302,2775,0.6339,0.6249,0.2915,0.0245,0.0112,0.0277,0.4306,0.3008,,0.4204476709,0.5795523291
2011-01-02,Georgia College & State University,Public,Georgia,Southeast,0.7902,1129,18148,6065,67015,5620,0.5984,0.8564,0.0546,0.0377,0.0133,0.0117,0.2064,0.5948,,0.2430221367,0.7569778633
2011-01-02,Georgia Southern University,Public,Georgia,Southeast,0.5594,1086,16860,6657,51073,16262,0.4906,0.6702,0.2288,0.0362,0.0113,0.0118,0.3242,0.45,,0.2805400493,0.7194599507
2011-01-02,Georgia State University,Public,Georgia,Southeast,0.5183,1084,21356,8051,27969.5,22767,0.5964,0.3711,0.3592,0.0727,0.1108,0.0177,0.3979,0.4815,,0.3337245696,0.6662754304
2011-01-02,University of Georgia,Public,Georgia,Southeast,0.5376,1228,18000,9141,57912.5,25709,0.5761,0.774,0.0692,0.0357,0.0738,0.007,0.1851,0.808,,0.2129238644,0.7870761356
2011-01-02,Gordon State College,Public,Georgia,Southeast,0.4911,,12865,5501,25031,4963,0.654,0.463,0.4614,0.0308,0.0117,0.0028,0.5384,0.1566,,0.4519069321,0.5480930679
2011-01-02,Kennesaw State University,Public,Georgia,Southeast,0.636,1060,17490,6609,37280,21213,0.5875,0.6819,0.141,0.0577,0.0318,0.0154,0.29,0.4113,,0.3173998045,0.6826001955
2011-01-02,LaGrange College,Private,Georgia,Southeast,0.5791,1024,32770,5907,54842,833,0.5774,0.7035,0.2257,0.0276,0.0108,0.0156,0.3977,0.6063,,0.3001949318,0.6998050682
2011-01-02,Life University,Private,Georgia,Southeast,0.6117,903,24414,6314,20000,792,0.5126,0.4646,0.3396,0.0606,0.0379,0,0.4072,0.4762,,0.3379310345,0.6620689655
2011-01-02,Herzing University-Atlanta,Private,Georgia,Southeast,0.7917,,31296,4642,16304,630,0.6556,0.0603,0.7889,0.0222,0.0413,0.0032,0.7044,0.1951,,0.5479437111,0.4520562889
2011-01-02,Mercer University,Private,Georgia,Southeast,0.6395,1182,41529,7414,35507.5,4383,0.6733,0.4771,0.3479,0.029,0.0477,0.0265,0.3291,0.5997,,0.3499061914,0.6500938086
2011-01-02,Morehouse College,Private,Georgia,Southeast,0.6383,1030,39122,6867,45556,2569,0,0.0019,0.9451,0.0043,0.0008,0.0253,0.4302,0.567,,0.2428571429,0.7571428571
2011-01-02,University of North Georgia,Public,Georgia,Southeast,0.5602,1093,13439,6173,33993,5326,0.5635,0.8609,0.027,0.0345,0.012,0.0101,0.2411,0.4869,,0.3861111111,0.6138888889
2011-01-02,Oglethorpe University,Private,Georgia,Southeast,0.8641,1142,40290,6916,41268.5,1053,0.603,0.4492,0.2441,0.056,0.0351,0.0294,0.3472,0.5799,,0.2683397683,0.7316602317
2011-01-02,Paine College,Private,Georgia,Southeast,0.4111,757,21014,4507,23203.5,918,0.6427,0.0131,0.9553,0.0065,0.0011,0.0033,0.7519,0.2618,,0.406557377,0.593442623
2011-01-02,Piedmont College,Private,Georgia,Southeast,0.6114,1030,28200,5646,36708,1256,0.6927,0.8288,0.1107,0.0207,0.0119,0.0032,0.4913,0.4192,,0.4154460719,0.5845539281
2011-01-02,Reinhardt University,Private,Georgia,Southeast,0.5792,996,27990,5598,40548,1075,0.5702,0.7702,0.1191,0.0335,0.0112,0.0009,0.3021,0.375,,0.3894080997,0.6105919003
2011-01-02,Savannah College of Art and Design,Private,Georgia,Southeast,0.6261,1073,43609,7050,55686,8230,0.614,0.339,0.0569,0.034,0.0174,0.0922,0.2132,0.6672,,0.2018297754,0.7981702246
2011-01-02,Shorter University,Private,Georgia,Southeast,0.6225,970,26512,5132,28916,1477,0.5166,0.7129,0.1476,0.0318,0.0074,0.0494,0.3809,0.5088,,0.4937434828,0.5062565172
2011-01-02,Spelman College,Private,Georgia,Southeast,0.3764,1035,36488,6686,44944,2177,1,0.0005,0.8797,0.0014,0.0014,0.0023,0.4388,0.7301,,0.2195608782,0.7804391218
2011-01-02,Toccoa Falls College,Private,Georgia,Southeast,0.5465,1005,27237,4906,40645,744,0.5309,0.8199,0.0484,0.0255,0.0981,0,0.4717,0.5155,,0.2965517241,0.7034482759
2011-01-02,Truett McConnell University,Private,Georgia,Southeast,0.7716,942,24400,4590,43943,484,0.4607,0.8037,0.093,0.0269,0,0.0289,0.368,0.2393,,0.3712737127,0.6287262873
2011-01-02,Valdosta State University,Public,Georgia,Southeast,0.7077,1010,19024,6029,39905.5,10733,0.5925,0.559,0.3305,0.0334,0.0101,0.011,0.3705,0.4083,,0.3332181724,0.6667818276
2011-01-02,University of West Georgia,Public,Georgia,Southeast,0.5439,966,15816,6116,38491,9565,0.6074,0.5463,0.2668,0.033,0.0114,0.0098,0.394,0.3496,,0.383477918,0.616522082
2011-01-02,Young Harris College,Private,Georgia,Southeast,0.5404,985,28085,5629,54144,818,0.5672,0.8325,0.0599,0.066,0.0061,0.0244,0.3511,0.3559,,0.3260869565,0.6739130435
2011-01-02,Chaminade University of Honolulu,Private,Hawaii,Far West,0.9013,958,28451,6439,29658,1996,0.6578,0.232,0.1002,0.0877,0.2019,0.0145,0.33,0.4737,,0.4214634146,0.5785365854
2011-01-02,University of Hawaii at Hilo,Public,Hawaii,Far West,0.5244,961,13530,7533,28348,3351,0.6001,0.2444,0.0137,0.0871,0.1952,0.0531,0.394,0.3325,,0.3549707602,0.6450292398
2011-01-02,University of Hawaii at Manoa,Public,Hawaii,Far West,0.6722,1090,15382,9140,38432,13599,0.5365,0.1932,0.0134,0.0711,0.4097,0.0324,0.2438,0.5032,,0.3333333333,0.6666666667
2011-01-02,Hawaii Pacific University,Private,Hawaii,Far West,0.776,1030,26195,7443,38091,6707,0.5639,0.2988,0.0625,0.0579,0.2272,0.1127,0.1906,0.3887,,0.3616140714,0.6383859286
2011-01-02,Boise State University,Public,Idaho,Rocky Mountains,0.6452,1046,13956,6603,32274,16711,0.5411,0.8098,0.0191,0.0684,0.0284,0.0138,0.3548,0.3165,,0.3932355338,0.6067644662
2011-01-02,University of Idaho,Public,Idaho,Rocky Mountains,0.7876,1079,18281,7467,44302.5,9103,0.4633,0.8296,0.011,0.0688,0.0152,0.0186,0.3448,0.5512,,0.3213930348,0.6786069652
2011-01-02,The College of Idaho,Private,Idaho,Rocky Mountains,0.6299,1136,30448,5300,55378,1025,0.5834,0.2498,0.0068,0.0449,0.0185,0.0166,0.3104,0.5842,,0.3333333333,0.6666666667
2011-01-02,Lewis-Clark State College,Public,Idaho,Rocky Mountains,0.9834,954,16813,5034,26919,3493,0.6101,0.8382,0.0063,0.0524,0.006,0.0212,0.3402,0.2976,,0.4827255278,0.5172744722
2011-01-02,Brigham Young University-Idaho,Private,Idaho,Rocky Mountains,0.9734,1106,12604,7287,31242.5,14452,0.5778,0.8855,0.004,0.0518,0.0128,0.0248,0.4324,0.6567,,0.2262865528,0.7737134472
2011-01-02,School of the Art Institute of Chicago,Private,Illinois,Great Lakes,0.733,1115,51001,7736,42177.5,2490,0.6775,0.5635,0.0337,0.0803,0.1189,0.1699,0.2495,0.6109,,0.162962963,0.837037037
2011-01-02,Augustana College,Private,Illinois,Great Lakes,0.8606,,41453,6511,85427.5,2517,0.5777,0.8025,0.0242,0.035,0.0191,0.0079,0.1804,0.7679,,0.2286751361,0.7713248639
2011-01-02,Aurora University,Private,Illinois,Great Lakes,0.7302,1027,28417,6603,54312,2614,0.6477,0.7135,0.0849,0.1427,0.0279,0.0004,0.3216,0.5442,,0.452294686,0.547705314
2011-01-02,Blackburn College,Private,Illinois,Great Lakes,0.563,993,18931,5395,43025.5,583,0.5986,0.8748,0.0926,0.0086,0.0017,0,0.4712,0.4432,,0.4071246819,0.5928753181
2011-01-02,Bradley University,Private,Illinois,Great Lakes,0.7169,1143,35200,7594,75099,5067,0.5358,0.6732,0.0647,0.0251,0.0308,0.0067,0.231,0.7307,,0.2659812249,0.7340187751
2011-01-02,Chicago State University,Public,Illinois,Great Lakes,0.4682,830,17069,6498,16238,5667,0.7083,0.0259,0.8495,0.0625,0.0064,0.0046,0.716,0.1385,,0.4500552893,0.5499447107
2011-01-02,University of Chicago,Private,Illinois,Great Lakes,0.1882,1458,55195,14297,49134.5,5258,0.4861,0.4293,0.0515,0.0765,0.1624,0.0892,0.1657,0.9294,,0.1396086727,0.8603913273
2011-01-02,Concordia University-Chicago,Private,Illinois,Great Lakes,0.4881,1015,32351,4643,47508,1337,0.5677,0.6372,0.1324,0.1339,0.0112,0.009,0.3606,0.5946,,0.3819840365,0.6180159635
2011-01-02,DePaul University,Private,Illinois,Great Lakes,0.7416,1130,39990,9316,44734.5,15801,0.5493,0.554,0.0869,0.1487,0.0764,0.0147,0.3422,0.6766,,0.3261209964,0.6738790036
2011-01-02,DeVry University-Illinois,Private,Illinois,Great Lakes,0.7132,,29902,7024,22958,31060,0.496,0.3807,0.1884,0.1077,0.0221,0.0032,0.5843,0.3321,,0.5253315552,0.4746684448
2011-01-02,Eastern Illinois University,Public,Illinois,Great Lakes,0.655,990,19877,6875,52082,9826,0.5788,0.761,0.1252,0.0343,0.01,0.006,0.2982,0.6151,,0.3784265656,0.6215734344
2011-01-02,Elmhurst College,Private,Illinois,Great Lakes,0.7357,1104,36658,7053,62424,3032,0.6237,0.784,0.0327,0.0755,0.0359,0.0119,0.2386,0.6995,,0.3468438538,0.6531561462
2011-01-02,Eureka College,Private,Illinois,Great Lakes,0.715,1009,26830,5205,57560.5,743,0.568,0.8789,0.0336,0.0202,0.0067,0.004,0.3251,0.3879,,0.3983572895,0.6016427105
2011-01-02,Greenville University,Private,Illinois,Great Lakes,0.7824,1004,30891,5250,46993.5,1329,0.4974,0.7592,0.0888,0.0278,0.009,0.0128,0.398,0.5941,,0.3855278766,0.6144721234
2011-01-02,University of Illinois at Chicago,Public,Illinois,Great Lakes,0.6321,1091,21293,9092,36531,16697,0.5226,0.4455,0.0826,0.2023,0.2142,0.014,0.4217,0.5298,,0.3780616276,0.6219383724
2011-01-02,University of Illinois at Urbana-Champaign,Public,Illinois,Great Lakes,0.671,1292,25110,10152,73178,30721,0.4555,0.6088,0.0578,0.0695,0.1315,0.1036,0.1777,0.8439,,0.2280213666,0.7719786334
2011-01-02,Illinois Wesleyan University,Private,Illinois,Great Lakes,0.6186,1283,43188,7373,93807,2088,0.579,0.7481,0.0517,0.035,0.0441,0.0374,0.1665,0.8106,,0.1581508516,0.8418491484
2011-01-02,Illinois College,Private,Illinois,Great Lakes,0.5285,1070,31021,6152,63154,853,0.4865,0.8206,0.061,0.0363,0.0023,0.0223,0.2897,0.6124,,0.3668903803,0.6331096197
2011-01-02,Illinois Institute of Technology,Private,Illinois,Great Lakes,0.6449,1267,40929,9677,43441,2562,0.3025,0.436,0.0531,0.0886,0.1167,0.1991,0.2799,0.6377,,0.268403171,0.731596829
2011-01-02,Illinois State University,Public,Illinois,Great Lakes,0.6686,1110,22751,7345,76363.5,18243,0.5561,0.8305,0.0565,0.0523,0.0196,0.0045,0.2076,0.71,,0.3111256545,0.6888743455
2011-01-02,Judson University,Private,Illinois,Great Lakes,0.6578,1064,34114,6041,56941.5,978,0.545,0.6748,0.0429,0.0409,0.0133,0.0358,0.3585,0.608,,0.3794788274,0.6205211726
2011-01-02,Kendall College,Private,Illinois,Great Lakes,0.9909,,34005,5489,25295,2382,0.7242,0.4996,0.1902,0.1276,0.0416,0.0621,0.3872,0.4658,,0.4188544153,0.5811455847
2011-01-02,Knox College,Private,Illinois,Great Lakes,0.7582,,40275,6485,68083.5,1375,0.592,0.6444,0.0487,0.0625,0.0509,0.0735,0.2246,0.7576,,0.1888111888,0.8111888112
