filename, fullpath, group, FirstPer , SelfDisclosure , SelfReluctance , Autobio , PrivateThinking , Disclosure , Intensity , Immediacy , SubjectiveTime , SubjectivePercept , Confidence , Uncertainty , Positivity , Negativity , Anger , Fear , Sad , Reluctance , Apology , SenseProperty , SenseObject , SpaceRelation , SceneShift , Motions , DialogCues , OralCues , In_Media , CommonAuthorities , Responsibility , StandardsPos , Innovations , StandardsNeg , AbstractConcepts , CommunicatorRole , LangRef , Precedent_Defending , ReceivedPOV , ConfirmedThght , Citations , Neg_Citation , Repair_Citation , Speculative_Citation , Authoritative_Citation , Contested_Citation , Attack_Citation , Quotation , Metadiscourse , ProjectAhead , PredictedFuture , ProjectBack , Future_in_Past , Promise , Self_Promise , Reassure , Reinforce , Acknowledge , Inclusive , Negative_Relation , Confront , ReasonForward , ReasonBackward , DirectReasoning , Support , Contingency , DenyDisclaim , Concessive , Resistance , Curiosity , Question , Future_Question , OpenQuery , DirectAddress , Request , FollowUp , Feedback , PosFeedback , NegFeedback , PriorKnowledge , Generalization , Example , Exceptions , Comparison , Resemblances , Specifiers , Definition , Numbers , ReportingStates , ReportingEvents , RecurringEvents , GenericEvents , Sequence , MatureProcess , Cause , Consequence , Transformation , Substitution , Updates , Precedent_Setting , Imperative , Procedures , MoveBody , ConfirmExperience , ErrorRecovery , Insist , Narrative_Verbs , TimeShift , TimeDuration , Biographical_Time , TimeDate , Aside , PersonPronoun , Positive_Attribution , Negative_Attribution , Neutral_Attribution , PersonProperty , <untagged>, <not-word>, <words>, <tokens>
CollinsTheMoonstone1868 , C:\Users\gleicher\DigHum\Novels\1860-1879\CollinsTheMoonstone1868.txt , 1860-1879 , 2.477, 0.932, 0.018, 0.525, 0.462, 0.162, 0.804, 0.466, 0.187, 1.237, 0.509, 0.551, 0.825, 1.178, 0.114, 0.128, 0.101, 0.029, 0.008, 1.006, 2.728, 1.644, 0.497, 0.618, 0.160, 0.073, 0.003, 0.480, 0.080, 1.103, 0.037, 0.409, 2.617, 0.007, 0.359, 0.002, 0.037, 0.004, 0.740, 0.003, 0.027, 0.000, 0.006, 0.004, 0.001, 0.015, 0.184, 0.706, 0.195, 1.968, 0.018, 0.017, 0.003, 0.042, 0.000, 0.037, 0.310, 0.161, 0.020, 0.171, 0.037, 0.011, 0.024, 1.052, 0.715, 0.021, 0.588, 0.368, 0.770, 0.023, 0.017, 1.357, 0.081, 0.005, 0.000, 0.015, 0.002, 0.057, 0.174, 0.024, 0.104, 0.493, 0.130, 1.129, 0.000, 0.350, 0.658, 3.014, 0.322, 0.359, 0.960, 0.004, 0.058, 0.033, 0.239, 0.033, 0.347, 0.009, 0.083, 0.007, 0.004, 0.015, 0.000, 0.262, 0.451, 0.308, 0.617, 0.186, 0.067, 0.091, 1.757, 0.006, 0.006, 0.211, 2.163, 26.772, 2.606, 190402, 232852
CollinsTheWomanInWhite1860 , C:\Users\gleicher\DigHum\Novels\1860-1879\CollinsTheWomanInWhite1860.txt , 1860-1879 , 2.545, 0.907, 0.019, 0.521, 0.464, 0.146, 0.866, 0.476, 0.283, 1.313, 0.552, 0.453, 0.968, 1.234, 0.125, 0.225, 0.141, 0.024, 0.007, 1.312, 2.539, 1.815, 0.562, 0.584, 0.134, 0.082, 0.004, 0.489, 0.075, 1.210, 0.026, 0.467, 2.457, 0.008, 0.321, 0.002, 0.036, 0.005, 0.631, 0.002, 0.054, 0.000, 0.011, 0.004, 0.000, 0.010, 0.159, 0.716, 0.156, 2.099, 0.010, 0.016, 0.007, 0.044, 0.000, 0.037, 0.378, 0.169, 0.022, 0.222, 0.061, 0.004, 0.013, 1.093, 0.824, 0.029, 0.637, 0.296, 0.730, 0.023, 0.016, 1.087, 0.079, 0.010, 0.000, 0.014, 0.001, 0.049, 0.194, 0.022, 0.110, 0.516, 0.125, 1.090, 0.001, 0.321, 0.574, 2.966, 0.337, 0.324, 0.928, 0.003, 0.074, 0.037, 0.265, 0.027, 0.374, 0.007, 0.085, 0.003, 0.003, 0.003, 0.000, 0.303, 0.380, 0.310, 0.729, 0.217, 0.058, 0.102, 2.028, 0.008, 0.004, 0.233, 1.810, 26.543, 2.854, 240094, 290141
DickensGreatExpectations1861 , C:\Users\gleicher\DigHum\Novels\1860-1879\DickensGreatExpectations1861.txt , 1860-1879 , 2.594, 0.916, 0.011, 0.660, 0.461, 0.082, 0.986, 0.438, 0.276, 1.066, 0.401, 0.500, 0.940, 1.182, 0.104, 0.143, 0.104, 0.023, 0.005, 1.512, 3.629, 1.823, 0.429, 0.883, 0.163, 0.125, 0.001, 0.350, 0.054, 0.905, 0.013, 0.306, 2.038, 0.004, 0.248, 0.001, 0.032, 0.002, 0.851, 0.000, 0.054, 0.000, 0.003, 0.003, 0.000, 0.020, 0.122, 0.595, 0.089, 2.322, 0.008, 0.013, 0.001, 0.043, 0.000, 0.036, 0.290, 0.166, 0.044, 0.263, 0.059, 0.009, 0.012, 0.916, 0.936, 0.070, 0.802, 0.216, 0.802, 0.025, 0.020, 1.228, 0.058, 0.004, 0.000, 0.014, 0.002, 0.042, 0.203, 0.010, 0.097, 0.555, 0.220, 1.060, 0.002, 0.370, 0.591, 3.042, 0.340, 0.283, 0.702, 0.009, 0.067, 0.026, 0.317, 0.025, 0.280, 0.005, 0.095, 0.006, 0.003, 0.010, 0.000, 0.318, 0.394, 0.284, 0.677, 0.197, 0.034, 0.062, 1.858, 0.005, 0.003, 0.186, 1.605, 27.963, 2.274, 180099, 222434
DickensOurMutualFriend1865 , C:\Users\gleicher\DigHum\Novels\1860-1879\DickensOurMutualFriend1865.txt , 1860-1879 , 1.262, 0.601, 0.005, 0.208, 0.455, 0.101, 0.972, 0.427, 0.240, 1.213, 0.422, 0.525, 1.298, 1.210, 0.107, 0.093, 0.097, 0.024, 0.008, 1.428, 3.240, 1.631, 0.320, 0.944, 0.210, 0.165, 0.001, 0.421, 0.069, 1.169, 0.014, 0.374, 2.687, 0.005, 0.317, 0.002, 0.027, 0.004, 0.880, 0.002, 0.084, 0.000, 0.006, 0.005, 0.000, 0.025, 0.131, 0.609, 0.150, 1.536, 0.011, 0.005, 0.006, 0.044, 0.001, 0.043, 0.206, 0.186, 0.055, 0.256, 0.079, 0.008, 0.009, 0.921, 1.013, 0.064, 0.838, 0.226, 0.990, 0.038, 0.015, 1.680, 0.085, 0.005, 0.000, 0.013, 0.002, 0.036, 0.153, 0.016, 0.084, 0.542, 0.194, 1.120, 0.002, 0.339, 0.785, 2.786, 0.313, 0.266, 0.581, 0.007, 0.066, 0.021, 0.293, 0.023, 0.286, 0.003, 0.079, 0.005, 0.006, 0.014, 0.000, 0.304, 0.370, 0.203, 0.550, 0.182, 0.014, 0.056, 2.005, 0.007, 0.004, 0.197, 2.183, 29.686, 2.822, 316211, 404830
DickensTheMysteryOfEdwinDrood1870 , C:\Users\gleicher\DigHum\Novels\1860-1879\DickensTheMysteryOfEdwinDrood1870.txt , 1860-1879 , 1.157, 0.608, 0.009, 0.156, 0.451, 0.125, 1.034, 0.469, 0.287, 1.311, 0.464, 0.534, 1.285, 1.267, 0.122, 0.119, 0.093, 0.021, 0.006, 1.891, 3.445, 1.739, 0.362, 1.057, 0.162, 0.148, 0.002, 0.557, 0.071, 1.147, 0.022, 0.401, 2.838, 0.009, 0.326, 0.006, 0.034, 0.004, 0.747, 0.003, 0.061, 0.000, 0.004, 0.003, 0.000, 0.015, 0.146, 0.570, 0.216, 1.331, 0.010, 0.009, 0.002, 0.040, 0.001, 0.050, 0.214, 0.154, 0.036, 0.270, 0.070, 0.009, 0.008, 0.905, 0.934, 0.071, 0.805, 0.225, 0.865, 0.033, 0.015, 1.502, 0.072, 0.002, 0.000, 0.009, 0.000, 0.040, 0.169, 0.023, 0.104, 0.553, 0.172, 1.117, 0.003, 0.350, 0.964, 2.692, 0.398, 0.276, 0.617, 0.007, 0.053, 0.024, 0.344, 0.031, 0.289, 0.003, 0.088, 0.007, 0.003, 0.010, 0.000, 0.295, 0.281, 0.227, 0.577, 0.184, 0.017, 0.061, 2.028, 0.009, 0.001, 0.234, 1.460, 30.016, 2.530, 92159, 116436
DisraeliLothair1870 , C:\Users\gleicher\DigHum\Novels\1860-1879\DisraeliLothair1870.txt , 1860-1879 , 0.699, 0.526, 0.005, 0.171, 0.631, 0.080, 1.224, 0.468, 0.287, 1.307, 0.408, 0.650, 1.475, 0.880, 0.063, 0.100, 0.079, 0.016, 0.001, 1.207, 2.848, 1.542, 0.386, 0.556, 0.024, 0.071, 0.008, 1.215, 0.034, 1.939, 0.022, 0.357, 2.709, 0.007, 0.264, 0.005, 0.027, 0.007, 0.957, 0.001, 0.032, 0.000, 0.007, 0.003, 0.001, 0.003, 0.152, 0.598, 0.252, 2.502, 0.016, 0.018, 0.001, 0.050, 0.000, 0.027, 0.314, 0.159, 0.013, 0.228, 0.055, 0.008, 0.009, 0.989, 1.013, 0.138, 1.200, 0.212, 0.493, 0.029, 0.018, 0.947, 0.027, 0.004, 0.001, 0.011, 0.001, 0.029, 0.336, 0.017, 0.181, 0.608, 0.090, 1.066, 0.004, 0.248, 0.831, 2.379, 0.284, 0.392, 0.615, 0.008, 0.073, 0.036, 0.254, 0.018, 0.300, 0.007, 0.034, 0.004, 0.002, 0.004, 0.000, 0.384, 0.372, 0.242, 0.679, 0.262, 0.027, 0.149, 1.960, 0.029, 0.004, 0.231, 2.104, 28.536, 3.089, 149397, 178810
EliotDanielDeronda1876 , C:\Users\gleicher\DigHum\Novels\1860-1879\EliotDanielDeronda1876.txt , 1860-1879 , 0.877, 0.486, 0.009, 0.239, 0.996, 0.122, 1.041, 0.399, 0.298, 1.720, 0.495, 0.745, 1.529, 1.396, 0.141, 0.195, 0.159, 0.033, 0.010, 1.404, 2.196, 1.453, 0.362, 0.776, 0.097, 0.101, 0.006, 0.553, 0.072, 1.480, 0.020, 0.464, 2.304, 0.009, 0.285, 0.003, 0.032, 0.005, 0.816, 0.003, 0.014, 0.001, 0.005, 0.005, 0.001, 0.017, 0.164, 0.781, 0.251, 2.745, 0.017, 0.015, 0.001, 0.038, 0.000, 0.020, 0.244, 0.240, 0.019, 0.172, 0.078, 0.015, 0.034, 1.265, 1.112, 0.059, 1.179, 0.245, 0.607, 0.041, 0.018, 1.118, 0.050, 0.004, 0.000, 0.014, 0.004, 0.050, 0.254, 0.015, 0.144, 0.816, 0.222, 1.314, 0.001, 0.249, 0.797, 2.785, 0.300, 0.401, 0.667, 0.012, 0.086, 0.060, 0.382, 0.041, 0.329, 0.012, 0.033, 0.003, 0.003, 0.005, 0.000, 0.428, 0.305, 0.203, 0.585, 0.247, 0.013, 0.109, 2.798, 0.009, 0.004, 0.231, 1.764, 23.994, 3.498, 302585, 355246
EliotFelixHolt1866 , C:\Users\gleicher\DigHum\Novels\1860-1879\EliotFelixHolt1866.txt , 1860-1879 , 0.842, 0.351, 0.008, 0.191, 0.807, 0.118, 1.100, 0.402, 0.292, 1.517, 0.529, 0.753, 1.302, 1.443, 0.127, 0.158, 0.107, 0.018, 0.003, 1.501, 2.446, 1.563, 0.279, 0.769, 0.082, 0.082, 0.007, 0.716, 0.056, 1.539, 0.021, 0.513, 2.844, 0.014, 0.341, 0.004, 0.037, 0.011, 0.787, 0.002, 0.019, 0.001, 0.003, 0.004, 0.000, 0.019, 0.160, 0.750, 0.187, 2.866, 0.014, 0.010, 0.000, 0.036, 0.001, 0.014, 0.188, 0.239, 0.018, 0.184, 0.069, 0.006, 0.033, 1.256, 1.070, 0.079, 1.176, 0.257, 0.488, 0.033, 0.018, 1.081, 0.046, 0.003, 0.000, 0.013, 0.005, 0.048, 0.212, 0.015, 0.157, 0.764, 0.150, 1.265, 0.001, 0.257, 0.842, 2.686, 0.265, 0.373, 0.544, 0.010, 0.085, 0.047, 0.365, 0.039, 0.342, 0.006, 0.037, 0.003, 0.003, 0.011, 0.000, 0.394, 0.322, 0.219, 0.523, 0.260, 0.027, 0.135, 2.399, 0.014, 0.004, 0.207, 2.111, 25.228, 3.253, 176313, 209636
EliotMiddlemarch1874 , C:\Users\gleicher\DigHum\Novels\1860-1879\EliotMiddlemarch1874.txt , 1860-1879 , 0.772, 0.473, 0.007, 0.148, 0.911, 0.125, 1.175, 0.403, 0.280, 1.645, 0.560, 0.724, 1.434, 1.441, 0.152, 0.152, 0.135, 0.035, 0.005, 1.279, 2.044, 1.422, 0.345, 0.640, 0.099, 0.109, 0.007, 0.597, 0.065, 1.496, 0.018, 0.499, 2.926, 0.010, 0.301, 0.003, 0.042, 0.008, 0.921, 0.004, 0.016, 0.001, 0.006, 0.006, 0.001, 0.019, 0.183, 0.821, 0.296, 2.763, 0.017, 0.011, 0.000, 0.041, 0.000, 0.020, 0.195, 0.266, 0.014, 0.191, 0.075, 0.012, 0.020, 1.328, 1.082, 0.072, 1.176, 0.247, 0.518, 0.064, 0.011, 1.191, 0.052, 0.003, 0.000, 0.008, 0.006, 0.053, 0.235, 0.019, 0.149, 0.790, 0.172, 1.287, 0.002, 0.250, 0.771, 2.696, 0.279, 0.408, 0.576, 0.011, 0.075, 0.054, 0.319, 0.037, 0.348, 0.009, 0.033, 0.004, 0.002, 0.007, 0.000, 0.474, 0.314, 0.215, 0.556, 0.273, 0.014, 0.109, 2.631, 0.008, 0.005, 0.224, 1.887, 24.178, 3.566, 309107, 365861
EliotMillontheFloss1860 , C:\Users\gleicher\DigHum\Novels\1860-1879\EliotMillontheFloss1860.txt , 1860-1879 , 1.023, 0.365, 0.006, 0.236, 0.781, 0.085, 1.103, 0.417, 0.340, 1.543, 0.463, 0.600, 1.316, 1.522, 0.167, 0.139, 0.190, 0.025, 0.004, 1.534, 2.786, 1.531, 0.367, 0.916, 0.103, 0.143, 0.003, 0.371, 0.055, 1.196, 0.012, 0.458, 2.494, 0.003, 0.476, 0.002, 0.038, 0.003, 0.850, 0.001, 0.010, 0.000, 0.003, 0.002, 0.001, 0.022, 0.136, 0.749, 0.148, 2.614, 0.012, 0.007, 0.001, 0.046, 0.001, 0.026, 0.198, 0.226, 0.040, 0.210, 0.092, 0.007, 0.012, 1.153, 1.120, 0.066, 1.098, 0.193, 0.574, 0.032, 0.009, 1.270, 0.070, 0.002, 0.000, 0.009, 0.005, 0.032, 0.256, 0.012, 0.138, 0.704, 0.197, 1.137, 0.002, 0.273, 0.733, 2.757, 0.326, 0.305, 0.590, 0.008, 0.085, 0.035, 0.326, 0.024, 0.336, 0.008, 0.036, 0.001, 0.003, 0.020, 0.000, 0.427, 0.347, 0.272, 0.608, 0.269, 0.018, 0.110, 2.336, 0.008, 0.004, 0.178, 2.129, 25.748, 3.900, 197320, 241961
EliotRomola1863 , C:\Users\gleicher\DigHum\Novels\1860-1879\EliotRomola1863.txt , 1860-1879 , 0.673, 0.271, 0.003, 0.149, 0.765, 0.128, 1.002, 0.440, 0.299, 1.522, 0.454, 0.560, 1.231, 1.470, 0.170, 0.199, 0.126, 0.023, 0.004, 1.971, 3.439, 1.770, 0.370, 0.953, 0.071, 0.109, 0.005, 0.763, 0.053, 1.531, 0.018, 0.489, 2.097, 0.017, 0.279, 0.002, 0.024, 0.014, 0.620, 0.006, 0.013, 0.002, 0.004, 0.006, 0.000, 0.008, 0.133, 0.776, 0.214, 2.956, 0.019, 0.007, 0.001, 0.041, 0.000, 0.011, 0.206, 0.253, 0.013, 0.208, 0.081, 0.003, 0.032, 1.054, 0.947, 0.049, 1.147, 0.178, 0.486, 0.030, 0.012, 1.093, 0.030, 0.002, 0.000, 0.009, 0.005, 0.034, 0.208, 0.006, 0.153, 0.696, 0.201, 1.190, 0.002, 0.257, 0.660, 2.754, 0.320, 0.313, 0.659, 0.013, 0.084, 0.032, 0.361, 0.046, 0.372, 0.010, 0.033, 0.002, 0.003, 0.009, 0.000, 0.337, 0.398, 0.258, 0.611, 0.231, 0.011, 0.120, 2.429, 0.010, 0.004, 0.232, 1.463, 25.428, 3.939, 222979, 260181
EliotSilasMarner1861 , C:\Users\gleicher\DigHum\Novels\1860-1879\EliotSilasMarner1861.txt , 1860-1879 , 0.922, 0.245, 0.006, 0.194, 0.765, 0.089, 0.835, 0.415, 0.324, 1.551, 0.471, 0.681, 1.299, 1.344, 0.107, 0.136, 0.115, 0.022, 0.001, 1.729, 3.126, 1.701, 0.349, 0.931, 0.065, 0.200, 0.004, 0.421, 0.056, 1.200, 0.018, 0.423, 2.073, 0.001, 0.473, 0.006, 0.031, 0.006, 0.812, 0.001, 0.014, 0.000, 0.002, 0.006, 0.000, 0.025, 0.132, 0.751, 0.099, 2.891, 0.017, 0.002, 0.000, 0.035, 0.000, 0.039, 0.156, 0.244, 0.034, 0.320, 0.089, 0.005, 0.027, 1.309, 1.154, 0.098, 1.067, 0.221, 0.515, 0.017, 0.010, 1.109, 0.030, 0.002, 0.000, 0.002, 0.008, 0.036, 0.235, 0.010, 0.169, 0.695, 0.212, 1.084, 0.000, 0.228, 0.785, 2.854, 0.356, 0.369, 0.641, 0.006, 0.074, 0.040, 0.363, 0.037, 0.326, 0.011, 0.035, 0.004, 0.002, 0.027, 0.000, 0.375, 0.391, 0.256, 0.703, 0.262, 0.008, 0.115, 2.361, 0.004, 0.004, 0.188, 2.120, 25.447, 3.716, 67966, 82834
GaskellSylviasLovers1863 , C:\Users\gleicher\DigHum\Novels\1860-1879\GaskellSylviasLovers1863.txt , 1860-1879 , 0.832, 0.198, 0.001, 0.103, 0.685, 0.097, 0.985, 0.429, 0.355, 1.420, 0.348, 0.542, 1.231, 1.370, 0.137, 0.132, 0.159, 0.037, 0.005, 1.801, 3.100, 1.964, 0.434, 0.916, 0.078, 0.440, 0.004, 0.420, 0.051, 1.030, 0.010, 0.322, 2.235, 0.002, 0.541, 0.000, 0.037, 0.004, 0.651, 0.002, 0.046, 0.000, 0.002, 0.002, 0.000, 0.017, 0.117, 0.721, 0.064, 2.917, 0.013, 0.012, 0.000, 0.042, 0.000, 0.032, 0.160, 0.166, 0.005, 0.295, 0.039, 0.004, 0.015, 1.032, 0.864, 0.100, 1.093, 0.193, 0.412, 0.020, 0.012, 0.500, 0.053, 0.006, 0.000, 0.001, 0.001, 0.029, 0.252, 0.013, 0.114, 0.637, 0.199, 1.053, 0.000, 0.349, 0.638, 2.852, 0.361, 0.384, 0.741, 0.010, 0.066, 0.025, 0.339, 0.023, 0.370, 0.002, 0.027, 0.003, 0.002, 0.004, 0.000, 0.240, 0.359, 0.303, 0.825, 0.235, 0.026, 0.093, 3.158, 0.006, 0.004, 0.289, 1.997, 27.377, 4.311, 183884, 225923
GaskellWivesAndDaughters1866 , C:\Users\gleicher\DigHum\Novels\1860-1879\GaskellWivesAndDaughters1866.txt , 1860-1879 , 1.175, 0.506, 0.020, 0.289, 0.709, 0.114, 1.286, 0.478, 0.346, 1.537, 0.476, 0.654, 1.449, 1.194, 0.130, 0.117, 0.149, 0.047, 0.011, 1.315, 2.624, 1.334, 0.450, 0.561, 0.105, 0.374, 0.011, 0.439, 0.054, 1.065, 0.009, 0.359, 2.295, 0.005, 0.294, 0.002, 0.034, 0.007, 0.811, 0.002, 0.043, 0.001, 0.005, 0.002, 0.001, 0.029, 0.185, 0.741, 0.184, 2.589, 0.014, 0.010, 0.002, 0.043, 0.002, 0.044, 0.143, 0.176, 0.045, 0.247, 0.055, 0.008, 0.013, 1.122, 1.113, 0.093, 1.170, 0.219, 0.658, 0.024, 0.019, 1.233, 0.090, 0.005, 0.000, 0.012, 0.004, 0.051, 0.271, 0.013, 0.097, 0.587, 0.164, 1.032, 0.001, 0.326, 0.678, 2.561, 0.330, 0.394, 0.675, 0.012, 0.067, 0.027, 0.329, 0.033, 0.419, 0.007, 0.049, 0.004, 0.002, 0.020, 0.000, 0.417, 0.312, 0.292, 0.677, 0.300, 0.030, 0.122, 2.849, 0.009, 0.005, 0.262, 1.953, 25.401, 2.975, 260883, 321324
HardyAPairOfBlueEyes1873 , C:\Users\gleicher\DigHum\Novels\1860-1879\HardyAPairOfBlueEyes1873.txt , 1860-1879 , 1.063, 0.478, 0.011, 0.186, 0.609, 0.128, 1.076, 0.542, 0.238, 1.377, 0.470, 0.569, 1.107, 1.289, 0.104, 0.112, 0.134, 0.030, 0.008, 1.646, 3.276, 2.127, 0.397, 0.771, 0.032, 0.168, 0.003, 0.459, 0.035, 1.050, 0.016, 0.361, 2.191, 0.008, 0.414, 0.003, 0.031, 0.007, 0.764, 0.000, 0.047, 0.000, 0.008, 0.003, 0.000, 0.003, 0.148, 0.604, 0.184, 2.227, 0.009, 0.011, 0.003, 0.055, 0.001, 0.023, 0.203, 0.130, 0.041, 0.216, 0.077, 0.008, 0.016, 0.951, 1.104, 0.093, 0.795, 0.223, 0.865, 0.035, 0.027, 1.526, 0.051, 0.004, 0.000, 0.012, 0.001, 0.075, 0.149, 0.019, 0.140, 0.731, 0.192, 1.125, 0.003, 0.368, 0.775, 2.626, 0.277, 0.314, 0.792, 0.008, 0.066, 0.023, 0.342, 0.040, 0.328, 0.006, 0.066, 0.005, 0.004, 0.011, 0.000, 0.319, 0.371, 0.261, 0.731, 0.225, 0.027, 0.128, 2.163, 0.007, 0.009, 0.242, 1.932, 28.334, 2.391, 127563, 158006
HardyFarFromTheMaddingCrowd1874 , C:\Users\gleicher\DigHum\Novels\1860-1879\HardyFarFromTheMaddingCrowd1874.txt , 1860-1879 , 0.962, 0.387, 0.007, 0.163, 0.588, 0.088, 1.029, 0.640, 0.263, 1.342, 0.448, 0.572, 0.996, 1.304, 0.101, 0.116, 0.146, 0.021, 0.005, 1.905, 4.105, 2.144, 0.361, 0.982, 0.157, 0.298, 0.003, 0.393, 0.040, 1.046, 0.020, 0.382, 2.245, 0.004, 0.293, 0.002, 0.035, 0.006, 0.791, 0.001, 0.042, 0.000, 0.002, 0.005, 0.000, 0.010, 0.145, 0.606, 0.133, 2.446, 0.013, 0.009, 0.004, 0.032, 0.000, 0.040, 0.123, 0.138, 0.020, 0.246, 0.053, 0.007, 0.012, 0.884, 1.030, 0.084, 0.799, 0.208, 0.681, 0.031, 0.012, 1.042, 0.056, 0.006, 0.000, 0.011, 0.004, 0.048, 0.188, 0.015, 0.137, 0.649, 0.199, 1.125, 0.002, 0.406, 0.787, 2.822, 0.294, 0.303, 0.706, 0.005, 0.060, 0.031, 0.349, 0.027, 0.362, 0.009, 0.040, 0.001, 0.004, 0.008, 0.000, 0.292, 0.370, 0.269, 0.737, 0.203, 0.035, 0.140, 2.053, 0.013, 0.005, 0.241, 1.557, 27.852, 3.269, 132285, 163688
HardyTheReturnOfTheNative1878 , C:\Users\gleicher\DigHum\Novels\1860-1879\HardyTheReturnOfTheNative1878.txt , 1860-1879 , 1.073, 0.543, 0.008, 0.214, 0.562, 0.090, 0.941, 0.591, 0.276, 1.302, 0.420, 0.575, 0.926, 1.238, 0.103, 0.117, 0.176, 0.028, 0.003, 1.755, 3.251, 2.369, 0.486, 0.942, 0.024, 0.169, 0.003, 0.357, 0.037, 0.917, 0.015, 0.331, 1.999, 0.002, 0.240, 0.003, 0.030, 0.010, 0.763, 0.002, 0.048, 0.000, 0.007, 0.005, 0.000, 0.002, 0.142, 0.671, 0.211, 2.466, 0.017, 0.011, 0.005, 0.050, 0.001, 0.027, 0.131, 0.126, 0.035, 0.242, 0.083, 0.011, 0.018, 1.073, 1.128, 0.108, 0.846, 0.269, 0.898, 0.027, 0.020, 1.326, 0.068, 0.002, 0.001, 0.004, 0.002, 0.050, 0.147, 0.012, 0.160, 0.626, 0.201, 1.080, 0.005, 0.383, 0.746, 2.765, 0.316, 0.295, 0.741, 0.008, 0.070, 0.022, 0.365, 0.033, 0.353, 0.004, 0.043, 0.003, 0.003, 0.009, 0.000, 0.337, 0.421, 0.323, 0.807, 0.228, 0.037, 0.120, 2.348, 0.004, 0.007, 0.290, 1.574, 26.397, 2.983, 138660, 168950
HardyUnderTheGreenwoodTree1872 , C:\Users\gleicher\DigHum\Novels\1860-1879\HardyUnderTheGreenwoodTree1872.txt , 1860-1879 , 1.114, 0.294, 0.009, 0.201, 0.495, 0.097, 1.052, 0.538, 0.250, 1.503, 0.395, 0.503, 0.973, 1.037, 0.069, 0.074, 0.091, 0.016, 0.009, 2.102, 4.260, 2.316, 0.285, 1.206, 0.012, 0.318, 0.001, 0.380, 0.042, 0.888, 0.010, 0.184, 2.152, 0.007, 0.434, 0.006, 0.036, 0.003, 1.012, 0.000, 0.048, 0.000, 0.003, 0.001, 0.000, 0.003, 0.129, 0.571, 0.153, 1.927, 0.007, 0.003, 0.001, 0.035, 0.000, 0.036, 0.172, 0.108, 0.038, 0.200, 0.069, 0.009, 0.010, 0.777, 1.079, 0.091, 0.687, 0.214, 0.634, 0.013, 0.022, 1.076, 0.056, 0.003, 0.000, 0.004, 0.004, 0.052, 0.205, 0.010, 0.110, 0.579, 0.218, 1.189, 0.004, 0.417, 0.826, 2.826, 0.289, 0.302, 0.728, 0.003, 0.054, 0.013, 0.318, 0.025, 0.378, 0.003, 0.036, 0.004, 0.004, 0.022, 0.000, 0.256, 0.340, 0.256, 0.878, 0.172, 0.027, 0.119, 1.728, 0.007, 0.007, 0.194, 2.213, 29.875, 3.071, 54239, 69139
KingsleyHerewardTheWake1866 , C:\Users\gleicher\DigHum\Novels\1860-1879\KingsleyHerewardTheWake1866.txt , 1860-1879 , 0.810, 0.323, 0.004, 0.099, 0.279, 0.086, 0.881, 0.335, 0.208, 1.061, 0.328, 0.364, 0.931, 1.571, 0.151, 0.133, 0.116, 0.012, 0.002, 1.335, 3.573, 1.950, 0.447, 0.814, 0.186, 0.090, 0.002, 0.721, 0.040, 1.461, 0.009, 0.361, 1.645, 0.003, 0.250, 0.001, 0.045, 0.000, 0.550, 0.002, 0.007, 0.000, 0.002, 0.004, 0.000, 0.027, 0.157, 0.477, 0.252, 1.925, 0.012, 0.006, 0.002, 0.020, 0.000, 0.023, 0.209, 0.288, 0.009, 0.322, 0.058, 0.001, 0.007, 0.925, 0.858, 0.045, 1.022, 0.150, 0.844, 0.058, 0.009, 1.256, 0.041, 0.000, 0.000, 0.004, 0.001, 0.029, 0.280, 0.009, 0.116, 0.548, 0.128, 0.959, 0.000, 0.464, 0.604, 2.680, 0.234, 0.199, 0.598, 0.003, 0.044, 0.008, 0.280, 0.033, 0.289, 0.005, 0.078, 0.002, 0.005, 0.004, 0.000, 0.311, 0.457, 0.229, 0.622, 0.269, 0.006, 0.107, 2.455, 0.012, 0.006, 0.288, 3.051, 30.313, 4.557, 170530, 211034
KingsleyTheWaterBabies1863 , C:\Users\gleicher\DigHum\Novels\1860-1879\KingsleyTheWaterBabies1863.txt , 1860-1879 , 0.538, 0.197, 0.007, 0.093, 0.385, 0.057, 1.509, 0.329, 0.280, 1.326, 0.383, 0.484, 0.932, 1.498, 0.090, 0.140, 0.122, 0.011, 0.002, 2.110, 4.677, 1.947, 0.367, 1.166, 0.119, 0.170, 0.000, 0.265, 0.029, 0.876, 0.007, 0.184, 1.263, 0.001, 0.144, 0.001, 0.068, 0.005, 0.520, 0.000, 0.005, 0.000, 0.000, 0.001, 0.000, 0.007, 0.125, 0.461, 0.240, 2.046, 0.005, 0.002, 0.000, 0.023, 0.000, 0.012, 0.134, 0.108, 0.028, 0.505, 0.112, 0.002, 0.002, 0.900, 1.131, 0.096, 1.054, 0.275, 0.589, 0.026, 0.021, 1.378, 0.041, 0.000, 0.000, 0.009, 0.004, 0.068, 0.483, 0.005, 0.097, 0.595, 0.243, 1.004, 0.000, 0.548, 0.635, 2.684, 0.280, 0.189, 0.769, 0.001, 0.028, 0.007, 0.382, 0.053, 0.251, 0.001, 0.018, 0.001, 0.006, 0.014, 0.000, 0.347, 0.446, 0.339, 0.554, 0.308, 0.015, 0.128, 2.130, 0.010, 0.017, 0.331, 2.423, 27.997, 1.937, 66947, 81373
