id,name,step,ego
891493,Toshiba Corp,2,Goldman Sachs Group Inc
549463,Lucent Technologies Inc,2,Goldman Sachs Group Inc
433578,Hitachi Ltd,2,Goldman Sachs Group Inc
00442B,Acer Group(Welsh Water PLC),2,Goldman Sachs Group Inc
294821,Telefonaktiebolaget LM,2,Goldman Sachs Group Inc
46145Y,Investor AB,2,Goldman Sachs Group Inc
45650Q,Industrivarden AB,2,Goldman Sachs Group Inc
J12075,Denso Corp,2,Goldman Sachs Group Inc
23559R,DDI Corp,2,Goldman Sachs Group Inc
892331,Toyota Motor Corp,2,Goldman Sachs Group Inc
89021M,Tong Ren Tang Tech Co Ltd,2,Goldman Sachs Group Inc
07739F,Beijing Entrp Hldg Ltd,2,Goldman Sachs Group Inc
055472,BISYS Group Inc,2,Goldman Sachs Group Inc
000937,ABN-AMRO Holding NV,2,Goldman Sachs Group Inc
05699R,BNP Paribas SA,2,Goldman Sachs Group Inc
06743F,Barclays Capital Group,2,Goldman Sachs Group Inc
251525,Deutsche Bank AG,2,Goldman Sachs Group Inc
251542,Deutsche Boerse AG,2,Goldman Sachs Group Inc
261561,Dresdner Bank AG,2,Goldman Sachs Group Inc
90296J,UBS Warburg,2,Goldman Sachs Group Inc
16945R,China Unicom(Hong Kong)Ltd,2,Goldman Sachs Group Inc
20557R,Computershare Ltd,2,Goldman Sachs Group Inc
22011A,Corpus Immobiliengruppe,2,Goldman Sachs Group Inc
251566,Deutsche Telekom AG,2,Goldman Sachs Group Inc
53355H,Lincoln Financial Distributors,2,Goldman Sachs Group Inc
71950W,Pia Corp,2,Goldman Sachs Group Inc
J59399,NTT DOCOMO Inc,2,Goldman Sachs Group Inc
12416L,NTT Communications Corp,2,Goldman Sachs Group Inc
J89322,Toppan Printing Co Ltd,2,Goldman Sachs Group Inc
43320P,Hinduja Brothers,2,Goldman Sachs Group Inc
44840V,Hutchison Telecom Au Ltd,2,Goldman Sachs Group Inc
879278,Telecom Corp of New Zealand,2,Goldman Sachs Group Inc
65434K,Ningbo Port Authority,2,Goldman Sachs Group Inc
29667T,Essar Global Ltd,2,Goldman Sachs Group Inc
50082Y,Kotak Mahindra Finance Ltd,2,Goldman Sachs Group Inc
606776,Mitsubishi Electric Corp,2,Goldman Sachs Group Inc
81921H,Shanghai Pharm Co Ltd,2,Goldman Sachs Group Inc
82003T,Shanghai Traditional Chinese,2,Goldman Sachs Group Inc
99025Q,Zhenhua Technology Corp,2,Goldman Sachs Group Inc
29791P,Eurasia Group,2,Goldman Sachs Group Inc
07763K,BTG,2,Goldman Sachs Group Inc
26942V,EC-Founder(Hldgs)Co Ltd,2,Goldman Sachs Group Inc
49566A,Kingdee Intl Software Grp Co,2,Goldman Sachs Group Inc
26968K,Eagle Investment Systems LLC,2,Goldman Sachs Group Inc
675746,Ocwen Financial Corp,2,Goldman Sachs Group Inc
72427T,Pirelli Tyre SpA,2,Goldman Sachs Group Inc
74800N,Qingdao Huanghai Rubber Grp,2,Goldman Sachs Group Inc
05781K,Axioma Inc,2,Goldman Sachs Group Inc
88666R,Tianjin Yiqing Group,2,Goldman Sachs Group Inc
171263,Chubu Electric Power Co Inc,2,Goldman Sachs Group Inc
606793,Mitsubishi Heavy Industries,2,Goldman Sachs Group Inc
62909E,NGK Insulators Ltd,2,Goldman Sachs Group Inc
63018W,NTT Facilities Inc,2,Goldman Sachs Group Inc
47141X,Japan Environment Systems Co,2,Goldman Sachs Group Inc
00871H,Aichi Prefecture,2,Goldman Sachs Group Inc
47141Y,Japan Assoc for the 2005 World,2,Goldman Sachs Group Inc
89029W,Beijing Tongrentang Co Ltd,2,Goldman Sachs Group Inc
94691Q,Wealth Management Systems Inc,2,Goldman Sachs Group Inc
499890,Kobe Steel Ltd,2,Goldman Sachs Group Inc
12418J,CT Corp,2,Goldman Sachs Group Inc
166744,Cheung Kong(Holdings)Ltd,2,Goldman Sachs Group Inc
82626M,Siemens China Ltd,2,Goldman Sachs Group Inc
46145F,Investment Technology Grp Inc,2,Goldman Sachs Group Inc
73349C,Portware LLC,2,Goldman Sachs Group Inc
87038F,Tamale Software Inc,2,Goldman Sachs Group Inc
50313E,KDDI Corp,2,Goldman Sachs Group Inc
458140,Intel Corp,2,Goldman Sachs Group Inc
27319Q,East Japan Railway Co,2,Goldman Sachs Group Inc
234064,Daiwa Securities Group Inc,2,Goldman Sachs Group Inc
606822,Mitsubishi UFJ Finl Grp Inc,2,Goldman Sachs Group Inc
89218M,Townsend Analytics Ltd,2,Goldman Sachs Group Inc
99155J,Advanced Financial Application,1,Goldman Sachs Group Inc
54210V,London Stock Exchange PLC,2,Goldman Sachs Group Inc
48389V,Kabu.Com Securities Co Ltd,2,Goldman Sachs Group Inc
47961E,China Fortune Securities Co,2,Goldman Sachs Group Inc
81951F,Shanghai Feilo Acoustics,2,Goldman Sachs Group Inc
03827K,Aramco Overseas Co BV,2,Goldman Sachs Group Inc
40147J,Grupo Isolux Corsan SA,2,Goldman Sachs Group Inc
345370,Ford Motor Co,0,Ford Motor Co
984332,Yahoo! Inc,1,Ford Motor Co
83488W,Softbank Venture Korea Co,2,Ford Motor Co
640933,"NetBank Inc,Alpharetta,GA",2,Ford Motor Co
16867R,Chifeng Wanshun Foods Products,2,Ford Motor Co
796050,Samsung Electronics Co Ltd,2,Ford Motor Co
68389X,Oracle Corp,1,Ford Motor Co
620076,Motorola Solutions Inc,2,Ford Motor Co
023135,Amazon.com Inc,2,Ford Motor Co
92219Q,VentureLab,2,Ford Motor Co
89627E,Trilogy Software Inc,1,Ford Motor Co
370442,General Motors Corp,1,Ford Motor Co
D1668R,DaimlerChrysler AG,2,Ford Motor Co
759673,Renault SA,2,Ford Motor Co
654743,Nissan Motor Co Ltd,2,Ford Motor Co
200693,Commerce One Inc,2,Ford Motor Co
D1668R,DaimlerChrysler AG,1,Ford Motor Co
759673,Renault SA,1,Ford Motor Co
654743,Nissan Motor Co Ltd,1,Ford Motor Co
200693,Commerce One Inc,1,Ford Motor Co
24270Y,Dearyou,2,Ford Motor Co
812387,Sears Roebuck & Co,2,Ford Motor Co
14442Q,Carrefour SA,2,Ford Motor Co
578785,Mazda Motor Corp,1,Ford Motor Co
928856,AB Volvo,1,Ford Motor Co
803054,SAP AG,2,Ford Motor Co
464899,Ispat International NV,2,Ford Motor Co
04516V,Asia Pulp & Paper Co Ltd,2,Ford Motor Co
79604T,Samsung Group,2,Ford Motor Co
166751,Chevron Corp,2,Ford Motor Co
58176Q,McLane Co Inc,2,Ford Motor Co
315621,Fiat SpA,2,Ford Motor Co
126828,Cable & Wireless HKT,2,Ford Motor Co
852061,Sprint Nextel Corp,1,Ford Motor Co
07739F,Beijing Entrp Hldg Ltd,2,Ford Motor Co
45048Y,i-Cable Ventures,2,Ford Motor Co
47131T,Jardine Internet,2,Ford Motor Co
64889R,New World China Entrp Projects,2,Ford Motor Co
86729P,SUNeVision Holdings Ltd,2,Ford Motor Co
87080Y,Swire Net Ventures,2,Ford Motor Co
14584X,"WI Harper,Hong Kong",2,Ford Motor Co
594918,Microsoft Corp,2,Ford Motor Co
313388,Federal Home Loan Banks,2,Ford Motor Co
16161A,"Chase Manhattan Corp,NY",2,Ford Motor Co
949746,Wells Fargo & Co,2,Ford Motor Co
526057,Lennar Corp,2,Ford Motor Co
486168,Kaufman & Broad Home Corp,2,Ford Motor Co
152312,Centex Corp,2,Ford Motor Co
23331A,DR Horton Inc,2,Ford Motor Co
745867,Pulte Homes Inc,2,Ford Motor Co
713448,PepsiCo Inc,2,Ford Motor Co
44858L,Hutchison Port Holdings Ltd,2,Ford Motor Co
82568P,Shutterfly Inc,2,Ford Motor Co
351777,France,2,Ford Motor Co
50706Z,Lagardere SCA,2,Ford Motor Co
83397Z,SEPI,2,Ford Motor Co
Y52764,LG International Corp,2,Ford Motor Co
50195P,LG-EDS Systems Inc,2,Ford Motor Co
23340Z,Dacom Corp,2,Ford Motor Co
50300V,Kumho Industrial Co,2,Ford Motor Co
20507V,Compaq Korea,2,Ford Motor Co
79603K,Samil Accounting Corp,2,Ford Motor Co
26361H,Dubai Ports Authority,2,Ford Motor Co
88985C,Tomax Corp,2,Ford Motor Co
465254,Isuzu Motors Ltd,2,Ford Motor Co
J78529,Suzuki Motor Corp,2,Ford Motor Co
359556,Fuji Heavy Industries Ltd,2,Ford Motor Co
19074Q,Cobalt Group Inc,2,Ford Motor Co
47110H,Japan Telecom Co Ltd,2,Ford Motor Co
433578,Hitachi Ltd,2,Ford Motor Co
62855J,Myriad Genetics Inc,2,Ford Motor Co
761695,The Reynolds & Reynolds Co,2,Ford Motor Co
483111,Kajima Corp,2,Ford Motor Co
82455E,Shimizu Corp,2,Ford Motor Co
874018,Taisei Corp,2,Ford Motor Co
62942Q,NTT Data Corp,2,Ford Motor Co
67420F,Obayashi Corp,2,Ford Motor Co
87406T,Takenaka Corp,2,Ford Motor Co
88906Y,Tokai Rubber Industries Ltd,1,Ford Motor Co
923436,Veritas Software Corp,2,Ford Motor Co
866810,Sun Microsystems Inc,2,Ford Motor Co
37607F,Giner Inc,2,Ford Motor Co
438128,Honda Motor Co Ltd,2,Ford Motor Co
901314,24/7 Real Media Inc,2,Ford Motor Co
1008ZS,Telia AB,2,Ford Motor Co
62962J,NTT ME Corp,2,Ford Motor Co
606769,Mitsubishi Corp,2,Ford Motor Co
404429,HA-LO Industries Inc,1,Ford Motor Co
86562Q,Sumitomo Rubber Industries Ltd,2,Ford Motor Co
46525V,Isuzu Motors of America Inc,2,Ford Motor Co
747525,Qualcomm Inc,1,Ford Motor Co
30231G,Exxon Mobil Corp,2,Ford Motor Co
J57891,Nissho Iwai Corp,2,Ford Motor Co
82923F,Sinar Mas Group,2,Ford Motor Co
Y1466W,China Internet Global Alliance,2,Ford Motor Co
83569K,Sony Music Entertainment,2,Ford Motor Co
98144F,World Co Ltd,2,Ford Motor Co
60367G,Ministry of Economic Affairs,2,Ford Motor Co
68368J,Open Ratings Inc,2,Ford Motor Co
63613I,NFL,2,Ford Motor Co
31545F,Femsa Logistica,2,Ford Motor Co
09185V,BlackVoices.com,2,Ford Motor Co
859205,Sterling Commerce Inc,2,Ford Motor Co
29416R,eOutdoors,2,Ford Motor Co
233804,Dai-Ichi Kangyo Bank Ltd,2,Ford Motor Co
359552,Fuji Bank Ltd,2,Ford Motor Co
456033,Industrial Bank of Japan Ltd,2,Ford Motor Co
12416L,NTT Communications Corp,2,Ford Motor Co
699173,Parametric Technology Corp,2,Ford Motor Co
87880N,Tecstar Inc,2,Ford Motor Co
65468K,Nippon Broadcasting System,2,Ford Motor Co
606793,Mitsubishi Heavy Industries,2,Ford Motor Co
251566,Deutsche Telekom AG,2,Ford Motor Co
83329J,Softline AG,2,Ford Motor Co
81924X,Shanghai Auto Industrial,2,Ford Motor Co
69285X,PA Co Ltd,2,Ford Motor Co
46271L,Irma A/S,2,Ford Motor Co
25265Q,Diamond Inc,2,Ford Motor Co
013904,Alcatel Lucent SA,2,Ford Motor Co
J44131,Mitsubishi Motors Corp,2,Ford Motor Co
17041P,ChangAn Auto Electn Co Ltd,2,Ford Motor Co
459200,IBM Corp,2,Ford Motor Co
17275R,Cisco Systems Inc,2,Ford Motor Co
91221Y,UGS Corp,2,Ford Motor Co
45940F,Interchange Group BV,2,Ford Motor Co
172967,Citigroup Inc,2,Ford Motor Co
896682,Trintech Group PLC,2,Ford Motor Co
64094Y,NetVendor Inc,2,Ford Motor Co
87252Y,T-Online International AG,2,Ford Motor Co
46432X,Ishikawajima-Harima Heavy Inds,2,Ford Motor Co
077852,Bell & Howell Co,1,Ford Motor Co
20923H,CNF Inc,2,Ford Motor Co
41172R,Hansol i Ventures Co Ltd,2,Ford Motor Co
278642,eBay Inc,2,Ford Motor Co
38057N,Gold Cup Automobile Corp Ltd,2,Ford Motor Co
545735,Loudcloud Inc,2,Ford Motor Co
892331,Toyota Motor Corp,2,Ford Motor Co
45790E,INSCI-Statements.com Corp,2,Ford Motor Co
G1150G,Accenture Ltd,2,Ford Motor Co
20547R,Computer Sys Advisers(M)Bhd,2,Ford Motor Co
05275N,Autobytel Inc,2,Ford Motor Co
64160X,neoIT,2,Ford Motor Co
00184A,AOL Time Warner Inc,2,Ford Motor Co
835699,Sony Corp,2,Ford Motor Co
59493Z,MSN,2,Ford Motor Co
92851S,Vivendi Universal SA,2,Ford Motor Co
16919K,ChinaEB,2,Ford Motor Co
05453R,Avtovaz,2,Ford Motor Co
29890L,EBRD,2,Ford Motor Co
45770Q,Inoac Corp,2,Ford Motor Co
92367P,Verizon Wireless Capital LLC,2,Ford Motor Co
421924,HealthSouth Corp,2,Ford Motor Co
78594X,Friedli Corporate Finance,2,Ford Motor Co
74123L,Pressplay,2,Ford Motor Co
891493,Toshiba Corp,2,Ford Motor Co
94768C,webMethods Inc,1,Ford Motor Co
05323R,Avasta Inc,2,Ford Motor Co
56290Z,Mando Corp,2,Ford Motor Co
17284X,Citibank e-Business,2,Ford Motor Co
91739Y,Usinor Group,2,Ford Motor Co
34528A,Ford Japan(Ford Motor Co),2,Ford Motor Co
428236,Hewlett Packard Co,2,Ford Motor Co
32055P,First Intl Computer Inc,2,Ford Motor Co
00349K,ArsDigita Corp,2,Ford Motor Co
98165T,Working Concepts Inc,2,Ford Motor Co
48265R,KPMG Consulting Inc,2,Ford Motor Co
37008C,General Hydrogen Corp,2,Ford Motor Co
619908,Motient Corp,2,Ford Motor Co
760975,Research In Motion Ltd,2,Ford Motor Co
565105,MapInfo Corp,2,Ford Motor Co
05332U,Autotrader.com Inc,1,Ford Motor Co
97415P,"Wingcast(Ford Motor,Qualcomm)",2,Ford Motor Co
38023L,Go Fly Ltd,2,Ford Motor Co
00524H,Acunia NV,2,Ford Motor Co
364760,Gap Inc,2,Ford Motor Co
83569Z,Sony Corp of America,2,Ford Motor Co
606776,Mitsubishi Electric Corp,2,Ford Motor Co
74246N,Printcafe Inc,2,Ford Motor Co
90533K,Unicom Horizon Mobile Commun,2,Ford Motor Co
43480K,Holden International,2,Ford Motor Co
27632K,Eastcom,2,Ford Motor Co
78705R,Saham Group,2,Ford Motor Co
448882,Hydrogenics Corp,2,Ford Motor Co
166764,ChevronTexaco Corp,2,Ford Motor Co
78387G,SBC Communications Inc,2,Ford Motor Co
815704,SeeBeyond Technology Corp,2,Ford Motor Co
75946Z,Reliance Communications,2,Ford Motor Co
81942H,SAIC,2,Ford Motor Co
34645C,Formosa Automobile Corp,2,Ford Motor Co
615649,Benjamin-Moore & Co,2,Ford Motor Co
903849,Ultimate Electronics Inc,2,Ford Motor Co
16924X,CNOOC,2,Ford Motor Co
81584L,Sega Mobile,2,Ford Motor Co
893953,Travelocity.com LP,2,Ford Motor Co
53816A,Wuling Group,2,Ford Motor Co
194830,Collins & Aikman Corp,2,Ford Motor Co
09292M,Boise Office Solutions,2,Ford Motor Co
03421K,Andhra Pradesh Government,2,Ford Motor Co
741503,priceline.com Inc,2,Ford Motor Co
803054,SAP AG,1,Ford Motor Co
149123,Caterpillar Inc,2,Ford Motor Co
149123,Caterpillar Inc,1,Ford Motor Co
92567E,Vibe/Spin Ventures LLC,2,Ford Motor Co
36177W,GGS Information Services,1,Ford Motor Co
91302V,China United Telecom Corp Ltd,2,Ford Motor Co
826170,Siebel Sys Inc,2,Ford Motor Co
804098,Satyam Computer Services Ltd,2,Ford Motor Co
41174Y,Han Intl Consulting Co Ltd,2,Ford Motor Co
24484E,Defywire Inc,2,Ford Motor Co
46678R,Jabber Inc,2,Ford Motor Co
06118Q,Bank of China,2,Ford Motor Co
Y7680D,Shanghai Automotive Co Ltd,2,Ford Motor Co
87656P,Tata Consultancy Services Ltd,2,Ford Motor Co
30148J,Exco Tech Ltd-Eng Div,2,Ford Motor Co
20430Q,Cofiroute,2,Ford Motor Co
64110P,Netegrity Inc,2,Ford Motor Co
83327R,Soluziona,2,Ford Motor Co
654902,Nokia Oyj,2,Ford Motor Co
33900X,FleetPride Inc,2,Ford Motor Co
90329H,USA Network,2,Ford Motor Co
90397L,UTC Fuel Cells,2,Ford Motor Co
82266W,Shell Hydrogen,2,Ford Motor Co
45020H,Internet Broadcasting Systems,2,Ford Motor Co
52602Q,LendingTree Inc,2,Ford Motor Co
37618C,Giraud International SA,2,Ford Motor Co
736126,Portal Software Inc,2,Ford Motor Co
83197J,SmartSignal Corp,2,Ford Motor Co
05577E,BT Group PLC,2,Ford Motor Co
00724F,Adobe Systems Inc,2,Ford Motor Co
25414L,Dilithium Networks Inc,2,Ford Motor Co
819882,Sharp Corp,2,Ford Motor Co
31428X,FEDEX Corp,2,Ford Motor Co
419849,Hawaiian Airlines Inc,2,Ford Motor Co
05455T,GK Avtotor,2,Ford Motor Co
712713,PeopleSoft Inc,2,Ford Motor Co
946757,Wayport Inc,2,Ford Motor Co
02004C,Allstream Inc,2,Ford Motor Co
86685F,Sun Microsystems of Canada Inc,2,Ford Motor Co
177376,Citrix Systems Inc,2,Ford Motor Co
95988E,Western Wireless Corp,2,Ford Motor Co
35981J,Fujitsu Siemens Computers,2,Ford Motor Co
871130,Sybase Inc,2,Ford Motor Co
23323A,D-Link Corp,2,Ford Motor Co
500472,Koninklijke Philips,2,Ford Motor Co
G81477,Sina Corp,2,Ford Motor Co
77510T,Rogers Cable Inc,2,Ford Motor Co
278762,EchoStar Communications Corp,2,Ford Motor Co
98495P,Xingzhu Software,2,Ford Motor Co
23308Y,DIC Entertaiment Holdings Inc,2,Ford Motor Co
461199,Intrinsyc Software Intl Inc,2,Ford Motor Co
001941,ATI Technologies Inc,2,Ford Motor Co
23513J,DrFirst.com Inc,2,Ford Motor Co
28222V,eForce Inc,2,Ford Motor Co
69872T,Pantech & Curitel Commun,2,Ford Motor Co
57636Q,MasterCard Inc,2,Ford Motor Co
85775K,StatSoft Inc,2,Ford Motor Co
01476Q,Acucorp Inc,2,Ford Motor Co
92343E,VeriSign Inc,2,Ford Motor Co
28113L,Edmunds.com Inc,2,Ford Motor Co
58446K,Mediacom Communications Corp,2,Ford Motor Co
35188R,Frameworx Inc,2,Ford Motor Co
36062L,Global Exchange Services Inc,2,Ford Motor Co
98850R,Yulon Motor Co Ltd,2,Ford Motor Co
15888N,Chongqing Changan Auto Co Ltd,1,Ford Motor Co
26949Y,Bull Evidian,2,Ford Motor Co
31209Q,Faw Car Co Ltd,2,Ford Motor Co
31865Q,China FAW Group Corp,2,Ford Motor Co
458140,Intel Corp,2,Ford Motor Co
556100,Macromedia Inc,2,Ford Motor Co
94973U,Wellogix Inc,2,Ford Motor Co
50455Y,KMD A/S,2,Ford Motor Co
25490A,DirecTV Inc,2,Ford Motor Co
25810L,Dooney & Bourke,2,Ford Motor Co
82328J,ZTE Corp,2,Ford Motor Co
826197,Siemens AG,2,Ford Motor Co
58470P,Medify Solutions Ltd,2,Ford Motor Co
12407Y,CableVision Inc,2,Ford Motor Co
11443Z,Brooks Software Inc,2,Ford Motor Co
98832X,Zend Technologies Inc,2,Ford Motor Co
437076,Home Depot Inc,2,Ford Motor Co
44188C,Houston Airport System,2,Ford Motor Co
952355,West Corp,2,Ford Motor Co
05858H,Ballard Power Systems Inc,1,Ford Motor Co
28239N,Egyptian Telephone Co,2,Ford Motor Co
456788,Infosys Technologies Ltd,2,Ford Motor Co
101388,Bottomline Technologies Inc,2,Ford Motor Co
072743,BMW AG,2,Ford Motor Co
640509,Neon Systems Inc,2,Ford Motor Co
00275P,Alibaba.com Corp,2,Ford Motor Co
90341G,USA Mobility Inc,2,Ford Motor Co
629050,NEC Corp,2,Ford Motor Co
14214L,CARFAX Inc,2,Ford Motor Co
75226Q,Quintiq Holding BV,2,Ford Motor Co
87560A,Synapsis Technology Inc,2,Ford Motor Co
79610J,Samsung Telecommun America LP,2,Ford Motor Co
15709E,Certus Software Inc,2,Ford Motor Co
457153,Ingram Micro Inc,2,Ford Motor Co
285661,Electronic Data Systems Corp,2,Ford Motor Co
74975B,RWD Technologies LLC,2,Ford Motor Co
18684N,Clickatell (Pty) Ltd,2,Ford Motor Co
15461E,Centurion Electronics PLC,2,Ford Motor Co
04969A,Atos Worldline SA,2,Ford Motor Co
079860,BellSouth Corp,2,Ford Motor Co
20030N,Comcast Corp,2,Ford Motor Co
88732P,Time Warner Cable Inc,2,Ford Motor Co
224044,Cox Communications Inc,2,Ford Motor Co
00999H,Advance/Newhouse Commun Inc,2,Ford Motor Co
888706,TiVo Inc,2,Ford Motor Co
690370,Overstock.com Inc,2,Ford Motor Co
81787A,Seven Network Ltd,2,Ford Motor Co
11131H,Broadbeam Corp,2,Ford Motor Co
594918,Microsoft Corp,1,Ford Motor Co
82301V,Sheraton Hotels & Resorts Inc,2,Ford Motor Co
09524M,Blue Agave Software Inc,2,Ford Motor Co
92343V,Verizon Communications Inc,2,Ford Motor Co
78768H,SIM Technology Group Ltd,2,Ford Motor Co
947684,Websense Inc,2,Ford Motor Co
64121A,Network Engines Inc,2,Ford Motor Co
92857W,Vodafone Group PLC,2,Ford Motor Co
23839Y,Data Reduction Systems Corp,2,Ford Motor Co
268648,EMC Corp,2,Ford Motor Co
053499,Avaya Inc,2,Ford Motor Co
87782X,Temtec International BV,2,Ford Motor Co
918076,UTStarcom Holdings Corp,2,Ford Motor Co
169424,China Techfaith Wireless Ltd,2,Ford Motor Co
M15332,Attunity Ltd,2,Ford Motor Co
35062N,Founder Technology Group Corp,2,Ford Motor Co
585263,Meijer Inc,2,Ford Motor Co
18458V,CleanFUEL USA,2,Ford Motor Co
63562Y,NDRC,2,Ford Motor Co
04394C,Ascent Media Group Ltd,2,Ford Motor Co
44914M,Hyperion Solutions Corp,2,Ford Motor Co
75775H,RedPrairie Corp,2,Ford Motor Co
92794L,VitalSpring Technologies Inc,2,Ford Motor Co
76184Q,Reunion.com Inc,2,Ford Motor Co
63621R,NGA,2,Ford Motor Co
81678F,Servigistics Inc,2,Ford Motor Co
12429J,CDC Software Corp,2,Ford Motor Co
65350P,Nexvue Information Systems Inc,2,Ford Motor Co
885118,Thomson SA,2,Ford Motor Co
80908Q,SciQuest Inc,2,Ford Motor Co
04966W,Atos SA,2,Ford Motor Co
04622E,Astea International Inc,2,Ford Motor Co
43397N,Hispanic Digital Network Inc,2,Ford Motor Co
98562V,XenSource Inc,2,Ford Motor Co
656568,Nortel Networks Corp,2,Ford Motor Co
50313E,KDDI Corp,2,Ford Motor Co
803038,Sanyo Electric Co Ltd,2,Ford Motor Co
58544A,MedStar Health Inc,2,Ford Motor Co
91221Y,UGS Corp,1,Ford Motor Co
34533W,Ford Global Technologies LLC,2,Ford Motor Co
34533W,Ford Global Technologies LLC,1,Ford Motor Co
46368Y,IQLinks,2,Ford Motor Co
90221R,Unicon Inc,2,Ford Motor Co
78403A,The SCO Group Inc,2,Ford Motor Co
60638C,ModeLabs Group SA,2,Ford Motor Co
11051K,British Broadcasting Corp,2,Ford Motor Co
05500N,Azure Dynamics Corp,1,Ford Motor Co
46694Q,ItemField Inc,2,Ford Motor Co
871607,Synopsys Inc,2,Ford Motor Co
13891P,Capgemini SA,2,Ford Motor Co
68306L,Onaro Inc,2,Ford Motor Co
670006,Novell Inc,2,Ford Motor Co
81602J,Seiko Epson Corp,2,Ford Motor Co
08898H,Bharti Airtel Ltd,2,Ford Motor Co
72452M,Pittiglio Rabin Todd & McGrath,2,Ford Motor Co
97729T,WISeKey SA,2,Ford Motor Co
44884V,IT Deusto SL,2,Ford Motor Co
65516E,Nissan North America Inc,2,Ford Motor Co
22357M,CoWare Inc,2,Ford Motor Co
056752,Baidu Inc,2,Ford Motor Co
052769,Autodesk Inc,2,Ford Motor Co
21075F,Continental AG,2,Ford Motor Co
44843R,Hutchison 3G UK Holdings Ltd,2,Ford Motor Co
902252,Tyler Technologies Inc,2,Ford Motor Co
880769,Teradata Corp,2,Ford Motor Co
749093,Quorum Info Tech Inc,2,Ford Motor Co
88138A,Teilhard Technologies,2,Ford Motor Co
00206R,AT&T Inc,2,Ford Motor Co
63486H,NBA,2,Ford Motor Co
97659M,Wipro Technologies Inc,2,Ford Motor Co
526250,Lenovo Group Ltd,2,Ford Motor Co
12487Q,CCC Information Services Inc,2,Ford Motor Co
35958C,Fuji Xerox Co Ltd,2,Ford Motor Co
80516M,Savi Technology Inc,2,Ford Motor Co
98562W,Xactly Corp,2,Ford Motor Co
19624P,Color Kinetics Inc,2,Ford Motor Co
63056H,NEC TOKIN Corp,2,Ford Motor Co
523768,Lee Enterprises Inc,2,Ford Motor Co
98498C,Xterprise Inc,2,Ford Motor Co
683715,OpenText Corp,2,Ford Motor Co
44930M,ICOP Digital Inc,2,Ford Motor Co
867363,SunGard Data Systems Inc,2,Ford Motor Co
24702R,Dell Inc,2,Ford Motor Co
31454W,FedEx Express Corp,2,Ford Motor Co
17133Q,Chunghwa Telecom Co Ltd,2,Ford Motor Co
83374W,Sagem Communications SAS,2,Ford Motor Co
92794W,Visiprise Inc,2,Ford Motor Co
53609F,Linspire Inc,2,Ford Motor Co
82580J,Sichuan Changhong Elec Co Ltd,2,Ford Motor Co
37520F,GigaSpaces Technologies Ltd,2,Ford Motor Co
27859M,EoNex Technologies,2,Ford Motor Co
64154H,Neolink Cyber Tech(Hldg)Ltd,2,Ford Motor Co
70959Q,Penske Corp,2,Ford Motor Co
01254W,Ask.com,2,Ford Motor Co
88140K,Telechips Inc,2,Ford Motor Co
12673P,CA Inc,2,Ford Motor Co
44194N,Houghton Mifflin Learning Tech,2,Ford Motor Co
07554V,Bebo Inc,2,Ford Motor Co
30303M,Facebook Inc,2,Ford Motor Co
82612E,Siemens VDO Automotive AG,2,Ford Motor Co
23783Z,DataPath Inc,2,Ford Motor Co
13119Z,Callatay & Wouters,2,Ford Motor Co
45885A,Internap Network Services Corp,2,Ford Motor Co
60645K,Misys PLC,2,Ford Motor Co
72022F,Peiker Acustic GmbH und Co KG,2,Ford Motor Co
49178Q,Kenwood Corp,2,Ford Motor Co
54157E,LogicaCMG PLC,2,Ford Motor Co
879382,Telefonica SA,2,Ford Motor Co
91807W,Uzavtoprom JSC,2,Ford Motor Co
71721M,Phase One A/S,2,Ford Motor Co
75945T,Reliance Communications Ltd,2,Ford Motor Co
24712N,Deloitte & Touche LLP,2,Ford Motor Co
64120L,Network Appliance Inc,2,Ford Motor Co
00847J,Agilysys Inc,2,Ford Motor Co
46769Z,Indian Instt of Tech Kharagpur,2,Ford Motor Co
63195W,Nakisa Inc,2,Ford Motor Co
62809Q,MySpace.com,2,Ford Motor Co
111320,Broadcom Corp,2,Ford Motor Co
08055Q,Beloit Corp(Harnischfeger),2,Ford Motor Co
925843,JVC,2,Ford Motor Co
58354X,Mebix Inc,2,Ford Motor Co
238216,Daum Communications Corp,2,Ford Motor Co
12919V,Celrun Co Ltd,2,Ford Motor Co
55633N,Mio Technology Corp,2,Ford Motor Co
63104K,NADAguides.com,2,Ford Motor Co
25186X,T-Mobile International AG,2,Ford Motor Co
073325,BEA Systems Inc,2,Ford Motor Co
78389C,SAP America Inc,2,Ford Motor Co
45094E,IDS Scheer Inc,2,Ford Motor Co
62522L,SPH Search Pte Ltd,2,Ford Motor Co
98545N,YellowPages.com LLC,2,Ford Motor Co
79581F,Samsung SDS Co Ltd,2,Ford Motor Co
826516,Sierra Wireless Inc,2,Ford Motor Co
85286P,Sreg AB,2,Ford Motor Co
043634,Ascent Media Group Inc,2,Ford Motor Co
754688,Raymond Corp,2,Ford Motor Co
12613R,CNET Networks Inc,2,Ford Motor Co
47210R,JAJAH Inc,2,Ford Motor Co
44918T,Hyundai Motor Co Ltd,2,Ford Motor Co
443251,HOYA Corp,2,Ford Motor Co
17354F,Citibank Japan Ltd,2,Ford Motor Co
07857P,Beijing Komoxo Software Inc,2,Ford Motor Co
04711N,AsiaTelco Tech Hldg Co Ltd,2,Ford Motor Co
