source,target,sourceID,targetID,startDate,ego
9,0,892331,370442,01/08/01,General Motors Corp
9,151,892331,891493,01/09/01,General Motors Corp
9,165,892331,359590,01/09/01,General Motors Corp
267,46,909214,594918,01/12/01,General Motors Corp
46,85,594918,247025,01/12/01,General Motors Corp
252,268,077852,45790E,01/16/01,General Motors Corp
269,46,89145C,594918,02/02/01,General Motors Corp
270,9,23752F,892331,02/08/01,General Motors Corp
196,9,J12075,892331,02/08/01,General Motors Corp
104,9,433578,892331,02/08/01,General Motors Corp
271,9,48460T,892331,02/08/01,General Motors Corp
272,9,65390J,892331,02/08/01,General Motors Corp
9,273,892331,98871X,02/08/01,General Motors Corp
274,16,20547R,68389X,02/15/01,General Motors Corp
91,0,359556,370442,02/20/01,General Motors Corp
0,275,370442,05275N,02/22/01,General Motors Corp
276,46,678492,594918,02/22/01,General Motors Corp
277,15,64160X,200693,02/23/01,General Motors Corp
15,278,200693,16919K,02/26/01,General Motors Corp
279,0,05453R,370442,03/01/01,General Motors Corp
279,280,05453R,29890L,03/01/01,General Motors Corp
0,281,370442,29890L,03/01/01,General Motors Corp
91,89,359556,465254,03/06/01,General Motors Corp
91,90,359556,J78529,03/06/01,General Motors Corp
91,0,359556,370442,03/06/01,General Motors Corp
89,90,465254,J78529,03/06/01,General Motors Corp
89,0,465254,370442,03/06/01,General Motors Corp
90,0,J78529,370442,03/06/01,General Motors Corp
46,255,594918,278642,03/12/01,General Motors Corp
231,46,013904,594918,03/18/01,General Motors Corp
282,46,428236,594918,03/18/01,General Motors Corp
283,46,83097J,594918,03/18/01,General Motors Corp
46,284,594918,82629L,03/22/01,General Motors Corp
46,285,594918,80908F,03/25/01,General Motors Corp
286,16,421924,68389X,03/27/01,General Motors Corp
46,287,594918,83144W,03/29/01,General Motors Corp
46,170,594918,12416L,03/29/01,General Motors Corp
288,46,717081,594918,03/29/01,General Motors Corp
46,108,594918,459200,03/29/01,General Motors Corp
46,289,594918,81583R,03/30/01,General Motors Corp
46,170,594918,12416L,04/03/01,General Motors Corp
105,16,62855J,68389X,04/04/01,General Motors Corp
16,104,68389X,433578,04/04/01,General Motors Corp
16,290,68389X,78594X,04/04/01,General Motors Corp
291,9,00949A,892331,04/06/01,General Motors Corp
9,292,892331,865617,04/06/01,General Motors Corp
9,196,892331,J12075,04/06/01,General Motors Corp
151,16,891493,68389X,04/10/01,General Motors Corp
16,293,68389X,G1150G,04/10/01,General Motors Corp
294,11,94768C,345370,04/14/01,General Motors Corp
295,16,05323R,68389X,04/18/01,General Motors Corp
46,146,594918,804098,04/19/01,General Motors Corp
0,296,370442,56290Z,04/23/01,General Motors Corp
46,297,594918,63506Q,04/23/01,General Motors Corp
46,298,594918,92999T,04/25/01,General Motors Corp
299,15,17284X,200693,04/25/01,General Motors Corp
300,46,064057,594918,04/26/01,General Motors Corp
162,46,204493,594918,04/26/01,General Motors Corp
46,301,594918,007974,04/26/01,General Motors Corp
46,293,594918,G1150G,04/26/01,General Motors Corp
46,302,594918,748341,04/26/01,General Motors Corp
303,46,091935,594918,05/03/01,General Motors Corp
91,304,359556,24685E,05/04/01,General Motors Corp
46,305,594918,87969N,05/08/01,General Motors Corp
306,46,01028J,594918,05/10/01,General Motors Corp
46,307,594918,62913Z,05/11/01,General Motors Corp
46,308,594918,87866N,05/12/01,General Motors Corp
309,46,50008P,594918,05/14/01,General Motors Corp
310,46,82502L,594918,05/14/01,General Motors Corp
311,46,35958C,594918,05/14/01,General Motors Corp
312,46,786449,594918,05/14/01,General Motors Corp
16,313,68389X,00349K,05/22/01,General Motors Corp
314,16,98165T,68389X,05/22/01,General Motors Corp
315,46,57906A,594918,05/22/01,General Motors Corp
316,46,539830,594918,05/24/01,General Motors Corp
46,317,594918,38372X,05/29/01,General Motors Corp
36,318,315621,61986A,06/04/01,General Motors Corp
319,46,53578W,594918,06/12/01,General Motors Corp
0,320,370442,37008C,06/14/01,General Motors Corp
321,91,097023,359556,06/20/01,General Motors Corp
91,322,359556,48635Q,06/20/01,General Motors Corp
91,226,359556,606793,06/20/01,General Motors Corp
279,0,05453R,370442,06/27/01,General Motors Corp
217,9,24902Q,892331,06/28/01,General Motors Corp
193,9,88923C,892331,06/28/01,General Motors Corp
9,323,892331,46145I,06/28/01,General Motors Corp
324,16,565105,68389X,07/02/01,General Motors Corp
255,325,278642,68268F,07/02/01,General Motors Corp
135,9,576879,892331,07/03/01,General Motors Corp
188,46,458140,594918,07/03/01,General Motors Corp
326,46,74123L,594918,07/10/01,General Motors Corp
327,46,92343E,594918,07/11/01,General Motors Corp
328,11,05332U,345370,07/11/01,General Motors Corp
329,16,97415P,68389X,07/12/01,General Motors Corp
330,46,26840K,594918,07/19/01,General Motors Corp
16,331,68389X,00524H,07/23/01,General Motors Corp
46,332,594918,04296T,07/23/01,General Motors Corp
16,333,68389X,364760,07/23/01,General Motors Corp
334,0,606776,370442,08/03/01,General Motors Corp
335,0,74246N,370442,08/04/01,General Motors Corp
335,336,74246N,94274R,08/05/01,General Motors Corp
225,337,87880N,31197J,08/06/01,General Motors Corp
334,175,606776,606827,08/07/01,General Motors Corp
334,338,606776,86164E,08/07/01,General Motors Corp
46,339,594918,71818W,08/08/01,General Motors Corp
340,9,75628H,892331,08/08/01,General Motors Corp
255,341,278642,00184A,08/14/01,General Motors Corp
16,342,68389X,43480K,08/29/01,General Motors Corp
0,89,370442,465254,09/04/01,General Motors Corp
0,91,370442,359556,09/04/01,General Motors Corp
89,91,465254,359556,09/04/01,General Motors Corp
46,343,594918,87885T,09/20/01,General Motors Corp
334,344,606776,78605J,09/21/01,General Motors Corp
345,334,48377M,606776,10/03/01,General Motors Corp
346,334,484602,606776,10/03/01,General Motors Corp
347,46,518129,594918,10/04/01,General Motors Corp
16,348,68389X,78705R,10/08/01,General Motors Corp
174,46,629050,594918,10/16/01,General Motors Corp
334,349,606776,44921L,10/16/01,General Motors Corp
301,46,007974,594918,10/16/01,General Motors Corp
0,350,370442,448882,10/16/01,General Motors Corp
174,46,629050,594918,10/17/01,General Motors Corp
351,46,41155X,594918,10/17/01,General Motors Corp
46,150,594918,796050,10/18/01,General Motors Corp
90,0,J78529,370442,10/18/01,General Motors Corp
46,352,594918,81945H,10/19/01,General Motors Corp
353,46,05697F,594918,10/23/01,General Motors Corp
354,0,166764,370442,10/24/01,General Motors Corp
46,355,594918,826197,10/30/01,General Motors Corp
249,9,46432X,892331,11/13/01,General Motors Corp
356,255,12121P,278642,11/15/01,General Motors Corp
357,334,81975F,606776,12/12/01,General Motors Corp
334,358,606776,60718J,12/12/01,General Motors Corp
338,46,86164E,594918,12/21/01,General Motors Corp
359,46,99023M,594918,12/21/01,General Motors Corp
360,46,48268K,594918,12/24/01,General Motors Corp
15,361,200693,815704,01/07/02,General Motors Corp
89,362,465254,81942H,01/11/02,General Motors Corp
89,0,465254,370442,01/11/02,General Motors Corp
363,0,81942H,370442,01/11/02,General Motors Corp
364,0,34645C,370442,01/15/02,General Motors Corp
365,16,615649,68389X,01/16/02,General Motors Corp
83,16,88985C,68389X,01/16/02,General Motors Corp
46,366,594918,05383C,01/16/02,General Motors Corp
46,338,594918,86164E,01/17/02,General Motors Corp
46,367,594918,07714W,01/17/02,General Motors Corp
83,16,88985C,68389X,01/22/02,General Motors Corp
16,368,68389X,903849,01/22/02,General Motors Corp
46,369,594918,16971F,01/24/02,General Motors Corp
46,370,594918,99025E,02/01/02,General Motors Corp
371,16,16924X,68389X,02/01/02,General Motors Corp
372,46,84764M,594918,02/05/02,General Motors Corp
373,46,03615J,594918,02/07/02,General Motors Corp
46,374,594918,294821,02/08/02,General Motors Corp
46,20,594918,654902,02/08/02,General Motors Corp
334,375,606776,86823R,02/11/02,General Motors Corp
188,46,458140,594918,02/19/02,General Motors Corp
376,334,05268X,606776,02/25/02,General Motors Corp
377,334,57688F,606776,02/25/02,General Motors Corp
334,378,606776,682151,02/25/02,General Motors Corp
334,379,606776,723646,02/25/02,General Motors Corp
334,380,606776,89857T,02/25/02,General Motors Corp
334,381,606776,82450N,02/27/02,General Motors Corp
151,334,891493,606776,03/06/02,General Motors Corp
382,46,25186X,594918,03/13/02,General Motors Corp
334,104,606776,433578,03/18/02,General Motors Corp
255,383,278642,26948K,03/18/02,General Motors Corp
174,334,629050,606776,03/19/02,General Motors Corp
151,334,891493,606776,03/19/02,General Motors Corp
165,334,359590,606776,03/19/02,General Motors Corp
104,334,433578,606776,03/19/02,General Motors Corp
334,384,606776,55026K,03/19/02,General Motors Corp
385,255,02216L,278642,03/27/02,General Motors Corp
334,151,606776,891493,04/01/02,General Motors Corp
386,46,00971T,594918,04/10/02,General Motors Corp
140,46,126830,594918,04/10/02,General Motors Corp
46,387,594918,82004N,04/11/02,General Motors Corp
388,91,00927Q,359556,04/22/02,General Motors Corp
91,226,359556,606793,04/22/02,General Motors Corp
46,389,594918,83195C,05/13/02,General Motors Corp
91,174,359556,629050,05/14/02,General Motors Corp
133,174,438128,629050,05/21/02,General Motors Corp
46,390,594918,92367P,05/23/02,General Motors Corp
46,391,594918,83527A,05/28/02,General Motors Corp
392,46,82315R,594918,05/29/02,General Motors Corp
393,46,92722K,594918,05/29/02,General Motors Corp
0,363,370442,81942H,06/04/02,General Motors Corp
0,394,370442,53816A,06/04/02,General Motors Corp
363,394,81942H,53816A,06/04/02,General Motors Corp
395,0,194830,370442,06/14/02,General Motors Corp
46,396,594918,82929R,06/18/02,General Motors Corp
104,9,433578,892331,06/24/02,General Motors Corp
104,334,433578,606776,06/24/02,General Motors Corp
9,334,892331,606776,06/24/02,General Motors Corp
9,397,892331,98942F,06/24/02,General Motors Corp
334,397,606776,98942F,06/24/02,General Motors Corp
398,46,52475J,594918,06/27/02,General Motors Corp
399,46,25364X,594918,07/01/02,General Motors Corp
174,334,629050,606776,07/11/02,General Motors Corp
104,334,433578,606776,07/11/02,General Motors Corp
334,151,606776,891493,07/11/02,General Motors Corp
334,165,606776,359590,07/11/02,General Motors Corp
334,400,606776,57675L,07/11/02,General Motors Corp
334,34,606776,835699,07/11/02,General Motors Corp
334,223,606776,819882,07/11/02,General Motors Corp
334,221,606776,803038,07/11/02,General Motors Corp
334,401,606776,J65328,07/11/02,General Motors Corp
334,276,606776,678492,07/11/02,General Motors Corp
402,46,38212Q,594918,07/12/02,General Motors Corp
403,0,09292M,370442,07/15/02,General Motors Corp
404,15,03421K,200693,07/16/02,General Motors Corp
46,66,594918,00209A,07/31/02,General Motors Corp
25,11,803054,345370,07/31/02,General Motors Corp
11,405,345370,149123,07/31/02,General Motors Corp
406,350,260547,448882,08/01/02,General Motors Corp
407,11,36177W,345370,08/13/02,General Motors Corp
9,0,892331,370442,08/20/02,General Motors Corp
316,334,539830,606776,08/26/02,General Motors Corp
334,408,606776,79632E,08/26/02,General Motors Corp
334,171,606776,606769,08/26/02,General Motors Corp
409,46,94848Z,594918,09/06/02,General Motors Corp
15,146,200693,804098,09/19/02,General Motors Corp
150,334,796050,606776,09/26/02,General Motors Corp
104,334,433578,606776,09/26/02,General Motors Corp
188,334,458140,606776,09/26/02,General Motors Corp
334,174,606776,629050,09/26/02,General Motors Corp
334,410,606776,64390Q,09/26/02,General Motors Corp
279,411,05453R,90396C,09/27/02,General Motors Corp
412,9,07717Q,892331,09/29/02,General Motors Corp
171,9,606769,892331,09/29/02,General Motors Corp
263,9,654619,892331,09/29/02,General Motors Corp
196,9,J12075,892331,10/03/02,General Motors Corp
413,9,50090Q,892331,10/03/02,General Motors Corp
414,9,89226C,892331,10/03/02,General Motors Corp
171,9,606769,892331,10/04/02,General Motors Corp
263,9,654619,892331,10/04/02,General Motors Corp
9,412,892331,07717Q,10/04/02,General Motors Corp
46,415,594918,461142,10/07/02,General Motors Corp
416,46,749719,594918,10/08/02,General Motors Corp
108,46,459200,594918,10/08/02,General Motors Corp
417,16,41174Y,68389X,10/09/02,General Motors Corp
16,125,68389X,866810,10/09/02,General Motors Corp
374,91,294821,359556,10/09/02,General Motors Corp
279,0,05453R,370442,10/09/02,General Motors Corp
0,11,370442,345370,10/10/02,General Motors Corp
255,418,278642,717098,10/14/02,General Motors Corp
419,46,826170,594918,10/21/02,General Motors Corp
0,36,370442,315621,10/24/02,General Motors Corp
420,46,254687,594918,10/24/02,General Motors Corp
421,46,62461P,594918,10/30/02,General Motors Corp
46,422,594918,72581R,11/05/02,General Motors Corp
46,423,594918,05577E,11/06/02,General Motors Corp
89,424,465254,Y7680D,11/08/02,General Motors Corp
89,0,465254,370442,11/08/02,General Motors Corp
425,0,Y7680D,370442,11/08/02,General Motors Corp
46,150,594918,796050,11/12/02,General Motors Corp
106,426,761695,48605E,11/13/02,General Motors Corp
46,427,594918,637640,11/19/02,General Motors Corp
428,12,30148J,D1668R,12/20/02,General Motors Corp
429,46,456251,594918,01/09/03,General Motors Corp
89,0,465254,370442,01/16/03,General Motors Corp
364,0,34645C,370442,01/16/03,General Motors Corp
12,227,D1668R,251566,01/21/03,General Motors Corp
12,430,D1668R,20430Q,01/21/03,General Motors Corp
431,16,64110P,68389X,01/29/03,General Motors Corp
0,363,370442,81942H,02/05/03,General Motors Corp
0,90,370442,J78529,02/05/03,General Motors Corp
363,90,81942H,J78529,02/05/03,General Motors Corp
432,255,256131,278642,02/06/03,General Motors Corp
16,20,68389X,654902,02/18/03,General Motors Corp
433,46,000375,594918,03/03/03,General Motors Corp
293,46,G1150G,594918,03/03/03,General Motors Corp
188,46,458140,594918,03/03/03,General Motors Corp
434,14,90397L,654743,03/04/03,General Motors Corp
0,435,370442,82266W,03/05/03,General Motors Corp
46,436,594918,20580T,03/17/03,General Motors Corp
437,46,79610J,594918,03/17/03,General Motors Corp
46,438,594918,61684V,03/17/03,General Motors Corp
46,439,594918,697154,03/17/03,General Motors Corp
151,334,891493,606776,04/18/03,General Motors Corp
440,46,555904,594918,04/23/03,General Motors Corp
441,46,05247V,594918,04/28/03,General Motors Corp
442,46,87322N,594918,04/28/03,General Motors Corp
217,9,24902Q,892331,05/01/03,General Motors Corp
34,9,835699,892331,05/01/03,General Motors Corp
443,46,05389W,594918,05/12/03,General Motors Corp
444,46,556162,594918,05/13/03,General Motors Corp
445,46,28606R,594918,05/28/03,General Motors Corp
446,46,50037Z,594918,06/04/03,General Motors Corp
46,188,594918,458140,06/04/03,General Motors Corp
46,282,594918,428236,06/04/03,General Motors Corp
447,46,225606,594918,06/04/03,General Motors Corp
448,46,078149,594918,06/16/03,General Motors Corp
449,46,58540P,594918,06/19/03,General Motors Corp
46,450,594918,75146V,06/24/03,General Motors Corp
451,46,736126,594918,06/24/03,General Motors Corp
452,9,171263,892331,07/10/03,General Motors Corp
9,226,892331,606793,07/10/03,General Motors Corp
9,206,892331,501556,07/10/03,General Motors Corp
9,453,892331,62909E,07/10/03,General Motors Corp
9,454,892331,63018W,07/10/03,General Motors Corp
9,455,892331,47141X,07/10/03,General Motors Corp
9,456,892331,00871H,07/10/03,General Motors Corp
9,457,892331,47141Y,07/10/03,General Motors Corp
458,0,31428X,370442,07/10/03,General Motors Corp
186,9,04632P,892331,07/15/03,General Motors Corp
22,14,578785,654743,07/17/03,General Motors Corp
459,182,87155S,30231G,07/22/03,General Motors Corp
232,334,654624,606776,07/28/03,General Motors Corp
104,334,433578,606776,07/28/03,General Motors Corp
460,46,001941,594918,08/14/03,General Motors Corp
461,0,05455T,370442,08/27/03,General Motors Corp
462,46,98974Y,594918,09/04/03,General Motors Corp
463,46,61168P,594918,09/23/03,General Motors Corp
46,360,594918,48268K,09/25/03,General Motors Corp
46,464,594918,97750J,09/29/03,General Motors Corp
465,46,93048L,594918,10/02/03,General Motors Corp
16,466,68389X,02004C,10/06/03,General Motors Corp
16,467,68389X,86685F,10/06/03,General Motors Corp
468,46,052769,594918,10/07/03,General Motors Corp
469,46,74387X,594918,10/07/03,General Motors Corp
46,470,594918,10948Z,10/07/03,General Motors Corp
471,334,92220P,606776,10/08/03,General Motors Corp
472,46,75984M,594918,10/09/03,General Motors Corp
473,46,92857W,594918,10/13/03,General Motors Corp
474,46,04523Q,594918,10/16/03,General Motors Corp
475,46,461204,594918,10/21/03,General Motors Corp
16,476,68389X,35981J,10/22/03,General Motors Corp
477,4,414549,48772T,10/27/03,General Motors Corp
478,46,38259P,594918,10/31/03,General Motors Corp
479,46,279765,594918,11/05/03,General Motors Corp
480,46,89443X,594918,11/10/03,General Motors Corp
481,9,57670Y,892331,12/15/03,General Motors Corp
9,196,892331,J12075,12/15/03,General Motors Corp
9,482,892331,23250Q,12/15/03,General Motors Corp
483,46,278856,594918,12/18/03,General Motors Corp
255,484,278642,59493Z,01/07/04,General Motors Corp
151,334,891493,606776,01/13/04,General Motors Corp
334,485,606776,05005R,01/13/04,General Motors Corp
133,486,438128,369604,02/15/04,General Motors Corp
487,46,25393S,594918,02/17/04,General Motors Corp
488,46,988918,594918,02/17/04,General Motors Corp
463,255,61168P,278642,02/18/04,General Motors Corp
489,46,280599,594918,02/19/04,General Motors Corp
490,255,89233E,278642,02/20/04,General Motors Corp
491,350,577767,448882,02/25/04,General Motors Corp
16,492,68389X,98495P,03/09/04,General Motors Corp
165,334,359590,606776,03/24/04,General Motors Corp
493,16,87656P,68389X,03/30/04,General Motors Corp
494,46,46492Q,594918,04/05/04,General Motors Corp
46,495,594918,46612K,04/26/04,General Motors Corp
496,46,879403,594918,04/26/04,General Motors Corp
355,46,826197,594918,05/03/04,General Motors Corp
497,46,98581R,594918,05/10/04,General Motors Corp
25,46,803054,594918,05/12/04,General Motors Corp
498,46,552691,594918,05/17/04,General Motors Corp
499,46,074002,594918,05/17/04,General Motors Corp
500,15,28222V,200693,05/20/04,General Motors Corp
501,16,57636Q,68389X,05/24/04,General Motors Corp
502,46,125891,594918,05/24/04,General Motors Corp
503,46,861012,594918,06/08/04,General Motors Corp
504,46,27887E,594918,06/15/04,General Motors Corp
282,46,428236,594918,06/15/04,General Motors Corp
505,16,01476Q,68389X,06/16/04,General Motors Corp
46,165,594918,359590,06/28/04,General Motors Corp
46,36,594918,315621,07/15/04,General Motors Corp
46,506,594918,73172K,09/14/04,General Motors Corp
507,363,62957Q,81942H,10/18/04,General Motors Corp
9,0,892331,370442,10/31/04,General Motors Corp
508,46,51569P,594918,11/10/04,General Motors Corp
46,190,594918,456788,11/15/04,General Motors Corp
46,509,594918,237545,11/17/04,General Motors Corp
510,0,98850R,370442,12/15/04,General Motors Corp
468,46,052769,594918,12/16/04,General Motors Corp
511,11,15888N,345370,01/07/05,General Motors Corp
11,22,345370,578785,01/07/05,General Motors Corp
46,512,594918,82611M,01/11/05,General Motors Corp
513,16,26949Y,68389X,01/12/05,General Motors Corp
514,46,Y8071D,594918,01/18/05,General Motors Corp
515,46,868763,594918,02/15/05,General Motors Corp
516,46,15161J,594918,02/15/05,General Motors Corp
517,12,25490A,D1668R,04/12/05,General Motors Corp
49,518,949746,60716P,04/22/05,General Motors Corp
519,46,45933A,594918,04/26/05,General Motors Corp
520,16,58470P,68389X,04/29/05,General Motors Corp
46,521,594918,465754,05/11/05,General Motors Corp
16,522,68389X,98832X,05/16/05,General Motors Corp
523,46,786578,594918,05/26/05,General Motors Corp
524,46,65355F,594918,05/29/05,General Motors Corp
46,525,594918,87132C,06/06/05,General Motors Corp
101,46,001957,594918,06/06/05,General Motors Corp
526,46,02342T,594918,06/06/05,General Motors Corp
46,29,594918,620076,06/07/05,General Motors Corp
46,527,594918,413160,06/07/05,General Motors Corp
528,11,05858H,345370,06/23/05,General Motors Corp
528,12,05858H,D1668R,06/23/05,General Motors Corp
11,12,345370,D1668R,06/23/05,General Motors Corp
46,151,594918,891493,06/27/05,General Motors Corp
493,46,87656P,594918,06/30/05,General Motors Corp
46,529,594918,07755R,06/30/05,General Motors Corp
46,530,594918,91524N,06/30/05,General Motors Corp
46,531,594918,88693P,06/30/05,General Motors Corp
190,16,456788,68389X,06/30/05,General Motors Corp
532,46,742578,594918,07/05/05,General Motors Corp
533,16,101388,68389X,07/12/05,General Motors Corp
46,534,594918,57383M,07/14/05,General Motors Corp
133,0,438128,370442,08/03/05,General Motors Corp
133,535,438128,072743,08/03/05,General Motors Corp
0,536,370442,072743,08/03/05,General Motors Corp
537,46,808655,594918,08/29/05,General Motors Corp
91,538,359556,889107,09/02/05,General Motors Corp
174,16,629050,68389X,09/04/05,General Motors Corp
46,539,594918,78687Y,09/07/05,General Motors Corp
46,267,594918,909214,09/08/05,General Motors Corp
255,540,278642,75818X,09/08/05,General Motors Corp
46,541,594918,826565,09/09/05,General Motors Corp
0,12,370442,D1668R,09/12/05,General Motors Corp
0,536,370442,072743,09/12/05,General Motors Corp
12,536,D1668R,072743,09/12/05,General Motors Corp
46,542,594918,138006,09/13/05,General Motors Corp
238,46,91221Y,594918,09/14/05,General Motors Corp
543,16,87560A,68389X,09/19/05,General Motors Corp
16,544,68389X,457153,09/19/05,General Motors Corp
116,46,749121,594918,09/20/05,General Motors Corp
108,16,459200,68389X,09/20/05,General Motors Corp
16,282,68389X,428236,09/20/05,General Motors Corp
16,545,68389X,285661,09/20/05,General Motors Corp
546,16,18684N,68389X,09/21/05,General Motors Corp
9,0,892331,370442,09/30/05,General Motors Corp
29,46,620076,594918,10/04/05,General Motors Corp
547,13,15461E,759673,10/05/05,General Motors Corp
255,327,278642,92343E,10/10/05,General Motors Corp
416,46,749719,594918,10/17/05,General Motors Corp
46,125,594918,866810,10/17/05,General Motors Corp
46,548,594918,22277M,10/17/05,General Motors Corp
46,549,594918,80286W,10/17/05,General Motors Corp
355,46,826197,594918,10/25/05,General Motors Corp
550,46,98549Y,594918,10/31/05,General Motors Corp
551,12,690370,D1668R,11/23/05,General Motors Corp
552,46,008190,594918,12/06/05,General Motors Corp
552,46,008190,594918,12/06/05,General Motors Corp
553,16,11131H,68389X,12/13/05,General Motors Corp
498,46,552691,594918,12/13/05,General Motors Corp
11,46,345370,594918,01/07/06,General Motors Corp
554,46,947684,594918,02/09/06,General Motors Corp
555,46,64121A,594918,02/09/06,General Motors Corp
46,473,594918,92857W,02/12/06,General Motors Corp
46,556,594918,23839Y,02/16/06,General Motors Corp
46,557,594918,268648,03/03/06,General Motors Corp
201,46,053499,594918,03/07/06,General Motors Corp
558,46,87782X,594918,03/20/06,General Motors Corp
559,16,M15332,68389X,04/03/06,General Motors Corp
46,231,594918,013904,04/05/06,General Motors Corp
231,46,013904,594918,04/07/06,General Motors Corp
560,46,35062N,594918,04/12/06,General Motors Corp
0,561,370442,585263,04/18/06,General Motors Corp
0,562,370442,18458V,04/18/06,General Motors Corp
561,562,585263,18458V,04/18/06,General Motors Corp
493,46,87656P,594918,04/21/06,General Motors Corp
563,46,63562Y,594918,04/21/06,General Motors Corp
46,564,594918,04394C,04/24/06,General Motors Corp
46,565,594918,44914M,04/25/06,General Motors Corp
25,46,803054,594918,05/02/06,General Motors Corp
238,46,91221Y,594918,05/03/06,General Motors Corp
46,566,594918,36062L,05/08/06,General Motors Corp
567,46,75775H,594918,05/09/06,General Motors Corp
46,568,594918,63621R,05/11/06,General Motors Corp
16,569,68389X,81678F,05/22/06,General Motors Corp
570,49,319963,949746,05/22/06,General Motors Corp
52,49,060505,949746,05/22/06,General Motors Corp
571,49,054937,949746,05/22/06,General Motors Corp
572,49,46625H,949746,05/22/06,General Motors Corp
573,49,929903,949746,05/22/06,General Motors Corp
231,46,013904,594918,05/23/06,General Motors Corp
46,108,594918,459200,05/23/06,General Motors Corp
574,46,12429J,594918,05/23/06,General Motors Corp
575,255,984332,278642,05/25/06,General Motors Corp
576,255,68422E,278642,06/01/06,General Motors Corp
577,255,69612F,278642,06/05/06,General Motors Corp
578,46,65350P,594918,06/06/06,General Motors Corp
0,90,370442,J78529,06/12/06,General Motors Corp
327,16,92343E,68389X,06/21/06,General Motors Corp
46,29,594918,620076,06/26/06,General Motors Corp
579,46,885118,594918,06/27/06,General Motors Corp
580,16,80908Q,68389X,06/27/06,General Motors Corp
581,46,04966W,594918,07/03/06,General Motors Corp
582,46,04622E,594918,07/06/06,General Motors Corp
583,36,87687N,315621,07/12/06,General Motors Corp
46,584,594918,98562V,07/18/06,General Motors Corp
46,585,594918,656568,07/18/06,General Motors Corp
16,282,68389X,428236,07/24/06,General Motors Corp
334,586,606776,06668P,07/26/06,General Motors Corp
46,587,594918,58544A,07/26/06,General Motors Corp
238,11,91221Y,345370,07/27/06,General Motors Corp
11,588,345370,34533W,07/27/06,General Motors Corp
16,589,68389X,90221R,08/01/06,General Motors Corp
590,46,78403A,594918,08/07/06,General Motors Corp
591,561,52202B,585263,08/18/06,General Motors Corp
592,46,177376,594918,08/23/06,General Motors Corp
9,224,892331,50313E,08/31/06,General Motors Corp
593,46,60638C,594918,09/06/06,General Motors Corp
46,20,594918,654902,09/21/06,General Motors Corp
594,46,11051K,594918,09/27/06,General Motors Corp
557,46,268648,594918,10/03/06,General Motors Corp
595,11,05500N,345370,10/05/06,General Motors Corp
596,16,46694Q,68389X,10/16/06,General Motors Corp
597,46,13891P,594918,10/18/06,General Motors Corp
16,598,68389X,00724F,10/23/06,General Motors Corp
46,522,594918,98832X,10/31/06,General Motors Corp
599,16,68306L,68389X,11/01/06,General Motors Corp
46,600,594918,670006,11/02/06,General Motors Corp
601,46,81602J,594918,11/13/06,General Motors Corp
602,46,08898H,594918,11/13/06,General Motors Corp
238,46,91221Y,594918,11/13/06,General Motors Corp
603,46,97729T,594918,11/15/06,General Motors Corp
604,46,44884V,594918,11/15/06,General Motors Corp
46,38,594918,852061,11/16/06,General Motors Corp
605,46,65516E,594918,11/20/06,General Motors Corp
606,46,22357M,594918,12/11/06,General Motors Corp
607,46,056752,594918,12/16/06,General Motors Corp
468,16,052769,68389X,01/03/07,General Motors Corp
608,46,21075F,594918,01/08/07,General Motors Corp
609,46,902252,594918,01/10/07,General Motors Corp
46,610,594918,880769,01/15/07,General Motors Corp
611,46,749093,594918,01/30/07,General Motors Corp
0,612,370442,31865Q,01/31/07,General Motors Corp
275,613,05275N,73751C,02/02/07,General Motors Corp
179,334,J59399,606776,02/08/07,General Motors Corp
614,334,76002J,606776,02/08/07,General Motors Corp
165,334,359590,606776,02/08/07,General Motors Corp
334,223,606776,819882,02/08/07,General Motors Corp
334,615,606776,83594Z,02/08/07,General Motors Corp
16,616,68389X,88138A,02/09/07,General Motors Corp
617,46,00206R,594918,02/12/07,General Motors Corp
618,9,81700X,892331,02/13/07,General Motors Corp
9,619,892331,81865M,02/13/07,General Motors Corp
583,36,87687N,315621,02/14/07,General Motors Corp
16,620,68389X,97659M,03/05/07,General Motors Corp
46,621,594918,526250,03/13/07,General Motors Corp
46,311,594918,35958C,03/22/07,General Motors Corp
16,622,68389X,80516M,03/22/07,General Motors Corp
468,13,052769,759673,04/01/07,General Motors Corp
623,16,98562W,68389X,04/03/07,General Motors Corp
14,174,654743,629050,04/13/07,General Motors Corp
14,624,654743,63056H,04/13/07,General Motors Corp
14,174,654743,629050,04/13/07,General Motors Corp
14,624,654743,63056H,04/13/07,General Motors Corp
625,46,98498C,594918,05/01/07,General Motors Corp
626,46,24702R,594918,05/14/07,General Motors Corp
46,627,594918,17133Q,05/22/07,General Motors Corp
628,334,755111,606776,05/29/07,General Motors Corp
120,90,465717,J78529,06/04/07,General Motors Corp
46,629,594918,53609F,06/14/07,General Motors Corp
46,630,594918,82580J,06/18/07,General Motors Corp
46,631,594918,37520F,06/18/07,General Motors Corp
224,46,50313E,594918,06/27/07,General Motors Corp
0,632,370442,70959Q,07/17/07,General Motors Corp
633,46,01254W,594918,07/18/07,General Motors Corp
634,46,44194N,594918,07/27/07,General Motors Corp
635,46,07554V,594918,08/21/07,General Motors Corp
636,46,30303M,594918,08/26/07,General Motors Corp
46,637,594918,82612E,09/07/07,General Motors Corp
