size,startDate,ego,id
357,02/08/01,General Motors Corp,370442
358,02/08/01,General Motors Corp,370442
359,02/15/01,General Motors Corp,370442
360,02/20/01,General Motors Corp,370442
361,02/22/01,General Motors Corp,370442
362,02/22/01,General Motors Corp,370442
363,02/23/01,General Motors Corp,370442
364,02/26/01,General Motors Corp,370442
365,03/01/01,General Motors Corp,370442
366,03/01/01,General Motors Corp,370442
367,03/01/01,General Motors Corp,370442
368,03/06/01,General Motors Corp,370442
369,03/06/01,General Motors Corp,370442
370,03/06/01,General Motors Corp,370442
371,03/06/01,General Motors Corp,370442
372,03/06/01,General Motors Corp,370442
373,03/06/01,General Motors Corp,370442
374,03/12/01,General Motors Corp,370442
375,03/18/01,General Motors Corp,370442
376,03/18/01,General Motors Corp,370442
377,03/18/01,General Motors Corp,370442
378,03/22/01,General Motors Corp,370442
379,03/25/01,General Motors Corp,370442
380,03/27/01,General Motors Corp,370442
381,03/29/01,General Motors Corp,370442
382,03/29/01,General Motors Corp,370442
383,03/29/01,General Motors Corp,370442
384,03/29/01,General Motors Corp,370442
385,03/30/01,General Motors Corp,370442
386,04/03/01,General Motors Corp,370442
387,04/04/01,General Motors Corp,370442
388,04/04/01,General Motors Corp,370442
389,04/04/01,General Motors Corp,370442
390,04/06/01,General Motors Corp,370442
391,04/06/01,General Motors Corp,370442
392,04/06/01,General Motors Corp,370442
393,04/10/01,General Motors Corp,370442
394,04/10/01,General Motors Corp,370442
395,04/14/01,General Motors Corp,370442
396,04/18/01,General Motors Corp,370442
397,04/19/01,General Motors Corp,370442
398,04/23/01,General Motors Corp,370442
399,04/23/01,General Motors Corp,370442
400,04/25/01,General Motors Corp,370442
401,04/25/01,General Motors Corp,370442
402,04/26/01,General Motors Corp,370442
403,04/26/01,General Motors Corp,370442
404,04/26/01,General Motors Corp,370442
405,04/26/01,General Motors Corp,370442
406,04/26/01,General Motors Corp,370442
407,05/03/01,General Motors Corp,370442
408,05/04/01,General Motors Corp,370442
409,05/08/01,General Motors Corp,370442
410,05/10/01,General Motors Corp,370442
411,05/11/01,General Motors Corp,370442
412,05/12/01,General Motors Corp,370442
413,05/14/01,General Motors Corp,370442
414,05/14/01,General Motors Corp,370442
415,05/14/01,General Motors Corp,370442
416,05/14/01,General Motors Corp,370442
417,05/22/01,General Motors Corp,370442
418,05/22/01,General Motors Corp,370442
419,05/22/01,General Motors Corp,370442
420,05/24/01,General Motors Corp,370442
421,05/29/01,General Motors Corp,370442
422,06/04/01,General Motors Corp,370442
423,06/12/01,General Motors Corp,370442
424,06/14/01,General Motors Corp,370442
425,06/20/01,General Motors Corp,370442
426,06/20/01,General Motors Corp,370442
427,06/20/01,General Motors Corp,370442
428,06/27/01,General Motors Corp,370442
429,06/28/01,General Motors Corp,370442
430,06/28/01,General Motors Corp,370442
431,06/28/01,General Motors Corp,370442
432,07/02/01,General Motors Corp,370442
433,07/02/01,General Motors Corp,370442
434,07/03/01,General Motors Corp,370442
435,07/03/01,General Motors Corp,370442
436,07/10/01,General Motors Corp,370442
437,07/11/01,General Motors Corp,370442
438,07/11/01,General Motors Corp,370442
439,07/12/01,General Motors Corp,370442
440,07/19/01,General Motors Corp,370442
441,07/23/01,General Motors Corp,370442
442,07/23/01,General Motors Corp,370442
443,07/23/01,General Motors Corp,370442
444,08/03/01,General Motors Corp,370442
445,08/04/01,General Motors Corp,370442
446,08/05/01,General Motors Corp,370442
447,08/06/01,General Motors Corp,370442
448,08/07/01,General Motors Corp,370442
449,08/07/01,General Motors Corp,370442
450,08/08/01,General Motors Corp,370442
451,08/08/01,General Motors Corp,370442
452,08/14/01,General Motors Corp,370442
453,08/29/01,General Motors Corp,370442
454,09/04/01,General Motors Corp,370442
455,09/04/01,General Motors Corp,370442
456,09/04/01,General Motors Corp,370442
457,09/20/01,General Motors Corp,370442
458,09/21/01,General Motors Corp,370442
459,10/03/01,General Motors Corp,370442
460,10/03/01,General Motors Corp,370442
461,10/04/01,General Motors Corp,370442
462,10/08/01,General Motors Corp,370442
463,10/16/01,General Motors Corp,370442
464,10/16/01,General Motors Corp,370442
465,10/16/01,General Motors Corp,370442
466,10/16/01,General Motors Corp,370442
467,10/17/01,General Motors Corp,370442
468,10/17/01,General Motors Corp,370442
469,10/18/01,General Motors Corp,370442
470,10/18/01,General Motors Corp,370442
471,10/19/01,General Motors Corp,370442
472,10/23/01,General Motors Corp,370442
473,10/24/01,General Motors Corp,370442
474,10/30/01,General Motors Corp,370442
475,11/13/01,General Motors Corp,370442
476,11/15/01,General Motors Corp,370442
477,12/12/01,General Motors Corp,370442
478,12/12/01,General Motors Corp,370442
479,12/21/01,General Motors Corp,370442
480,12/21/01,General Motors Corp,370442
481,12/24/01,General Motors Corp,370442
482,01/07/02,General Motors Corp,370442
483,01/11/02,General Motors Corp,370442
484,01/11/02,General Motors Corp,370442
485,01/11/02,General Motors Corp,370442
486,01/15/02,General Motors Corp,370442
487,01/16/02,General Motors Corp,370442
488,01/16/02,General Motors Corp,370442
489,01/16/02,General Motors Corp,370442
490,01/17/02,General Motors Corp,370442
491,01/17/02,General Motors Corp,370442
492,01/22/02,General Motors Corp,370442
493,01/22/02,General Motors Corp,370442
494,01/24/02,General Motors Corp,370442
495,02/01/02,General Motors Corp,370442
496,02/01/02,General Motors Corp,370442
497,02/05/02,General Motors Corp,370442
498,02/07/02,General Motors Corp,370442
499,02/08/02,General Motors Corp,370442
500,02/08/02,General Motors Corp,370442
501,02/11/02,General Motors Corp,370442
502,02/19/02,General Motors Corp,370442
503,02/25/02,General Motors Corp,370442
504,02/25/02,General Motors Corp,370442
505,02/25/02,General Motors Corp,370442
506,02/25/02,General Motors Corp,370442
507,02/25/02,General Motors Corp,370442
508,02/27/02,General Motors Corp,370442
509,03/06/02,General Motors Corp,370442
510,03/13/02,General Motors Corp,370442
511,03/18/02,General Motors Corp,370442
512,03/18/02,General Motors Corp,370442
513,03/19/02,General Motors Corp,370442
514,03/19/02,General Motors Corp,370442
515,03/19/02,General Motors Corp,370442
516,03/19/02,General Motors Corp,370442
517,03/19/02,General Motors Corp,370442
518,03/27/02,General Motors Corp,370442
519,04/01/02,General Motors Corp,370442
520,04/10/02,General Motors Corp,370442
521,04/10/02,General Motors Corp,370442
522,04/11/02,General Motors Corp,370442
523,04/22/02,General Motors Corp,370442
524,04/22/02,General Motors Corp,370442
525,05/13/02,General Motors Corp,370442
526,05/14/02,General Motors Corp,370442
527,05/21/02,General Motors Corp,370442
528,05/23/02,General Motors Corp,370442
529,05/28/02,General Motors Corp,370442
530,05/29/02,General Motors Corp,370442
531,05/29/02,General Motors Corp,370442
532,06/04/02,General Motors Corp,370442
533,06/04/02,General Motors Corp,370442
534,06/04/02,General Motors Corp,370442
535,06/14/02,General Motors Corp,370442
536,06/18/02,General Motors Corp,370442
537,06/24/02,General Motors Corp,370442
538,06/24/02,General Motors Corp,370442
539,06/24/02,General Motors Corp,370442
540,06/24/02,General Motors Corp,370442
541,06/24/02,General Motors Corp,370442
542,06/27/02,General Motors Corp,370442
543,07/01/02,General Motors Corp,370442
544,07/11/02,General Motors Corp,370442
545,07/11/02,General Motors Corp,370442
546,07/11/02,General Motors Corp,370442
547,07/11/02,General Motors Corp,370442
548,07/11/02,General Motors Corp,370442
549,07/11/02,General Motors Corp,370442
550,07/11/02,General Motors Corp,370442
551,07/11/02,General Motors Corp,370442
552,07/11/02,General Motors Corp,370442
553,07/11/02,General Motors Corp,370442
554,07/12/02,General Motors Corp,370442
555,07/15/02,General Motors Corp,370442
556,07/16/02,General Motors Corp,370442
557,07/31/02,General Motors Corp,370442
558,07/31/02,General Motors Corp,370442
559,07/31/02,General Motors Corp,370442
560,08/01/02,General Motors Corp,370442
561,08/13/02,General Motors Corp,370442
562,08/20/02,General Motors Corp,370442
563,08/26/02,General Motors Corp,370442
564,08/26/02,General Motors Corp,370442
565,08/26/02,General Motors Corp,370442
566,09/06/02,General Motors Corp,370442
567,09/19/02,General Motors Corp,370442
568,09/26/02,General Motors Corp,370442
569,09/26/02,General Motors Corp,370442
570,09/26/02,General Motors Corp,370442
571,09/26/02,General Motors Corp,370442
572,09/26/02,General Motors Corp,370442
573,09/27/02,General Motors Corp,370442
574,09/29/02,General Motors Corp,370442
575,09/29/02,General Motors Corp,370442
576,09/29/02,General Motors Corp,370442
577,10/03/02,General Motors Corp,370442
578,10/03/02,General Motors Corp,370442
579,10/03/02,General Motors Corp,370442
580,10/04/02,General Motors Corp,370442
581,10/04/02,General Motors Corp,370442
582,10/04/02,General Motors Corp,370442
583,10/07/02,General Motors Corp,370442
584,10/08/02,General Motors Corp,370442
585,10/08/02,General Motors Corp,370442
586,10/09/02,General Motors Corp,370442
587,10/09/02,General Motors Corp,370442
588,10/09/02,General Motors Corp,370442
589,10/09/02,General Motors Corp,370442
590,10/10/02,General Motors Corp,370442
591,10/14/02,General Motors Corp,370442
592,10/21/02,General Motors Corp,370442
593,10/24/02,General Motors Corp,370442
594,10/24/02,General Motors Corp,370442
595,10/30/02,General Motors Corp,370442
596,11/05/02,General Motors Corp,370442
597,11/06/02,General Motors Corp,370442
598,11/08/02,General Motors Corp,370442
599,11/08/02,General Motors Corp,370442
600,11/08/02,General Motors Corp,370442
601,11/12/02,General Motors Corp,370442
602,11/13/02,General Motors Corp,370442
603,11/19/02,General Motors Corp,370442
604,12/20/02,General Motors Corp,370442
605,01/09/03,General Motors Corp,370442
606,01/16/03,General Motors Corp,370442
607,01/16/03,General Motors Corp,370442
608,01/21/03,General Motors Corp,370442
609,01/21/03,General Motors Corp,370442
610,01/29/03,General Motors Corp,370442
611,02/05/03,General Motors Corp,370442
612,02/05/03,General Motors Corp,370442
613,02/05/03,General Motors Corp,370442
614,02/06/03,General Motors Corp,370442
615,02/18/03,General Motors Corp,370442
616,03/03/03,General Motors Corp,370442
617,03/03/03,General Motors Corp,370442
618,03/03/03,General Motors Corp,370442
619,03/04/03,General Motors Corp,370442
620,03/05/03,General Motors Corp,370442
621,03/17/03,General Motors Corp,370442
622,03/17/03,General Motors Corp,370442
623,03/17/03,General Motors Corp,370442
624,03/17/03,General Motors Corp,370442
625,04/18/03,General Motors Corp,370442
626,04/23/03,General Motors Corp,370442
627,04/28/03,General Motors Corp,370442
628,04/28/03,General Motors Corp,370442
629,05/01/03,General Motors Corp,370442
630,05/01/03,General Motors Corp,370442
631,05/12/03,General Motors Corp,370442
632,05/13/03,General Motors Corp,370442
633,05/28/03,General Motors Corp,370442
634,06/04/03,General Motors Corp,370442
635,06/04/03,General Motors Corp,370442
636,06/04/03,General Motors Corp,370442
637,06/04/03,General Motors Corp,370442
638,06/16/03,General Motors Corp,370442
639,06/19/03,General Motors Corp,370442
640,06/24/03,General Motors Corp,370442
641,06/24/03,General Motors Corp,370442
642,07/10/03,General Motors Corp,370442
643,07/10/03,General Motors Corp,370442
644,07/10/03,General Motors Corp,370442
645,07/10/03,General Motors Corp,370442
646,07/10/03,General Motors Corp,370442
647,07/10/03,General Motors Corp,370442
648,07/10/03,General Motors Corp,370442
649,07/10/03,General Motors Corp,370442
650,07/10/03,General Motors Corp,370442
651,07/15/03,General Motors Corp,370442
652,07/17/03,General Motors Corp,370442
653,07/22/03,General Motors Corp,370442
654,07/28/03,General Motors Corp,370442
655,07/28/03,General Motors Corp,370442
656,08/14/03,General Motors Corp,370442
657,08/27/03,General Motors Corp,370442
658,09/04/03,General Motors Corp,370442
659,09/23/03,General Motors Corp,370442
660,09/25/03,General Motors Corp,370442
661,09/29/03,General Motors Corp,370442
662,10/02/03,General Motors Corp,370442
663,10/06/03,General Motors Corp,370442
664,10/06/03,General Motors Corp,370442
665,10/07/03,General Motors Corp,370442
666,10/07/03,General Motors Corp,370442
667,10/07/03,General Motors Corp,370442
668,10/08/03,General Motors Corp,370442
669,10/09/03,General Motors Corp,370442
670,10/13/03,General Motors Corp,370442
671,10/16/03,General Motors Corp,370442
672,10/21/03,General Motors Corp,370442
673,10/22/03,General Motors Corp,370442
674,10/27/03,General Motors Corp,370442
675,10/31/03,General Motors Corp,370442
676,11/05/03,General Motors Corp,370442
677,11/10/03,General Motors Corp,370442
678,12/15/03,General Motors Corp,370442
679,12/15/03,General Motors Corp,370442
680,12/15/03,General Motors Corp,370442
681,12/18/03,General Motors Corp,370442
682,01/07/04,General Motors Corp,370442
683,01/13/04,General Motors Corp,370442
684,01/13/04,General Motors Corp,370442
685,02/15/04,General Motors Corp,370442
686,02/17/04,General Motors Corp,370442
687,02/17/04,General Motors Corp,370442
688,02/18/04,General Motors Corp,370442
689,02/19/04,General Motors Corp,370442
690,02/20/04,General Motors Corp,370442
691,02/25/04,General Motors Corp,370442
692,03/09/04,General Motors Corp,370442
693,03/24/04,General Motors Corp,370442
694,03/30/04,General Motors Corp,370442
695,04/05/04,General Motors Corp,370442
696,04/26/04,General Motors Corp,370442
697,04/26/04,General Motors Corp,370442
698,05/03/04,General Motors Corp,370442
699,05/10/04,General Motors Corp,370442
700,05/12/04,General Motors Corp,370442
701,05/17/04,General Motors Corp,370442
702,05/17/04,General Motors Corp,370442
703,05/20/04,General Motors Corp,370442
704,05/24/04,General Motors Corp,370442
705,05/24/04,General Motors Corp,370442
706,06/08/04,General Motors Corp,370442
707,06/15/04,General Motors Corp,370442
708,06/15/04,General Motors Corp,370442
709,06/16/04,General Motors Corp,370442
710,06/28/04,General Motors Corp,370442
711,07/15/04,General Motors Corp,370442
712,09/14/04,General Motors Corp,370442
713,10/18/04,General Motors Corp,370442
714,10/31/04,General Motors Corp,370442
715,11/10/04,General Motors Corp,370442
716,11/15/04,General Motors Corp,370442
717,11/17/04,General Motors Corp,370442
718,12/15/04,General Motors Corp,370442
719,12/16/04,General Motors Corp,370442
720,01/07/05,General Motors Corp,370442
721,01/07/05,General Motors Corp,370442
722,01/11/05,General Motors Corp,370442
723,01/12/05,General Motors Corp,370442
724,01/18/05,General Motors Corp,370442
725,02/15/05,General Motors Corp,370442
726,02/15/05,General Motors Corp,370442
727,04/12/05,General Motors Corp,370442
728,04/22/05,General Motors Corp,370442
729,04/26/05,General Motors Corp,370442
730,04/29/05,General Motors Corp,370442
731,05/11/05,General Motors Corp,370442
732,05/16/05,General Motors Corp,370442
733,05/26/05,General Motors Corp,370442
734,05/29/05,General Motors Corp,370442
735,06/06/05,General Motors Corp,370442
736,06/06/05,General Motors Corp,370442
737,06/06/05,General Motors Corp,370442
738,06/07/05,General Motors Corp,370442
739,06/07/05,General Motors Corp,370442
740,06/23/05,General Motors Corp,370442
741,06/23/05,General Motors Corp,370442
742,06/23/05,General Motors Corp,370442
743,06/27/05,General Motors Corp,370442
744,06/30/05,General Motors Corp,370442
745,06/30/05,General Motors Corp,370442
746,06/30/05,General Motors Corp,370442
747,06/30/05,General Motors Corp,370442
748,06/30/05,General Motors Corp,370442
749,07/05/05,General Motors Corp,370442
750,07/12/05,General Motors Corp,370442
751,07/14/05,General Motors Corp,370442
752,08/03/05,General Motors Corp,370442
753,08/03/05,General Motors Corp,370442
754,08/03/05,General Motors Corp,370442
755,08/29/05,General Motors Corp,370442
756,09/02/05,General Motors Corp,370442
757,09/04/05,General Motors Corp,370442
758,09/07/05,General Motors Corp,370442
759,09/08/05,General Motors Corp,370442
760,09/08/05,General Motors Corp,370442
761,09/09/05,General Motors Corp,370442
762,09/12/05,General Motors Corp,370442
763,09/12/05,General Motors Corp,370442
764,09/12/05,General Motors Corp,370442
765,09/13/05,General Motors Corp,370442
766,09/14/05,General Motors Corp,370442
767,09/19/05,General Motors Corp,370442
768,09/19/05,General Motors Corp,370442
769,09/20/05,General Motors Corp,370442
770,09/20/05,General Motors Corp,370442
771,09/20/05,General Motors Corp,370442
772,09/20/05,General Motors Corp,370442
773,09/21/05,General Motors Corp,370442
774,09/30/05,General Motors Corp,370442
775,10/04/05,General Motors Corp,370442
776,10/05/05,General Motors Corp,370442
777,10/10/05,General Motors Corp,370442
778,10/17/05,General Motors Corp,370442
779,10/17/05,General Motors Corp,370442
780,10/17/05,General Motors Corp,370442
781,10/17/05,General Motors Corp,370442
782,10/25/05,General Motors Corp,370442
783,10/31/05,General Motors Corp,370442
784,11/23/05,General Motors Corp,370442
785,12/06/05,General Motors Corp,370442
786,12/06/05,General Motors Corp,370442
787,12/13/05,General Motors Corp,370442
788,12/13/05,General Motors Corp,370442
789,01/07/06,General Motors Corp,370442
790,02/09/06,General Motors Corp,370442
791,02/09/06,General Motors Corp,370442
792,02/12/06,General Motors Corp,370442
793,02/16/06,General Motors Corp,370442
794,03/03/06,General Motors Corp,370442
795,03/07/06,General Motors Corp,370442
796,03/20/06,General Motors Corp,370442
797,04/03/06,General Motors Corp,370442
798,04/05/06,General Motors Corp,370442
799,04/07/06,General Motors Corp,370442
800,04/12/06,General Motors Corp,370442
801,04/18/06,General Motors Corp,370442
802,04/18/06,General Motors Corp,370442
803,04/18/06,General Motors Corp,370442
804,04/21/06,General Motors Corp,370442
805,04/21/06,General Motors Corp,370442
806,04/24/06,General Motors Corp,370442
807,04/25/06,General Motors Corp,370442
808,05/02/06,General Motors Corp,370442
809,05/03/06,General Motors Corp,370442
810,05/08/06,General Motors Corp,370442
811,05/09/06,General Motors Corp,370442
812,05/11/06,General Motors Corp,370442
813,05/22/06,General Motors Corp,370442
814,05/22/06,General Motors Corp,370442
815,05/22/06,General Motors Corp,370442
816,05/22/06,General Motors Corp,370442
817,05/22/06,General Motors Corp,370442
818,05/22/06,General Motors Corp,370442
819,05/23/06,General Motors Corp,370442
820,05/23/06,General Motors Corp,370442
821,05/23/06,General Motors Corp,370442
822,05/25/06,General Motors Corp,370442
823,06/01/06,General Motors Corp,370442
824,06/05/06,General Motors Corp,370442
825,06/06/06,General Motors Corp,370442
826,06/12/06,General Motors Corp,370442
827,06/21/06,General Motors Corp,370442
828,06/26/06,General Motors Corp,370442
829,06/27/06,General Motors Corp,370442
830,06/27/06,General Motors Corp,370442
831,07/03/06,General Motors Corp,370442
832,07/06/06,General Motors Corp,370442
833,07/12/06,General Motors Corp,370442
834,07/18/06,General Motors Corp,370442
835,07/18/06,General Motors Corp,370442
836,07/24/06,General Motors Corp,370442
837,07/26/06,General Motors Corp,370442
838,07/26/06,General Motors Corp,370442
839,07/27/06,General Motors Corp,370442
840,07/27/06,General Motors Corp,370442
841,08/01/06,General Motors Corp,370442
842,08/07/06,General Motors Corp,370442
843,08/18/06,General Motors Corp,370442
844,08/23/06,General Motors Corp,370442
845,08/31/06,General Motors Corp,370442
846,09/06/06,General Motors Corp,370442
847,09/21/06,General Motors Corp,370442
848,09/27/06,General Motors Corp,370442
849,10/03/06,General Motors Corp,370442
850,10/05/06,General Motors Corp,370442
851,10/16/06,General Motors Corp,370442
852,10/18/06,General Motors Corp,370442
853,10/23/06,General Motors Corp,370442
854,10/31/06,General Motors Corp,370442
855,11/01/06,General Motors Corp,370442
856,11/02/06,General Motors Corp,370442
857,11/13/06,General Motors Corp,370442
858,11/13/06,General Motors Corp,370442
859,11/13/06,General Motors Corp,370442
860,11/15/06,General Motors Corp,370442
861,11/15/06,General Motors Corp,370442
862,11/16/06,General Motors Corp,370442
863,11/20/06,General Motors Corp,370442
864,12/11/06,General Motors Corp,370442
865,12/16/06,General Motors Corp,370442
866,01/03/07,General Motors Corp,370442
867,01/08/07,General Motors Corp,370442
868,01/10/07,General Motors Corp,370442
869,01/15/07,General Motors Corp,370442
870,01/30/07,General Motors Corp,370442
871,01/31/07,General Motors Corp,370442
872,02/02/07,General Motors Corp,370442
873,02/08/07,General Motors Corp,370442
874,02/08/07,General Motors Corp,370442
875,02/08/07,General Motors Corp,370442
876,02/08/07,General Motors Corp,370442
877,02/08/07,General Motors Corp,370442
878,02/09/07,General Motors Corp,370442
879,02/12/07,General Motors Corp,370442
880,02/13/07,General Motors Corp,370442
881,02/13/07,General Motors Corp,370442
882,02/14/07,General Motors Corp,370442
883,03/05/07,General Motors Corp,370442
884,03/13/07,General Motors Corp,370442
885,03/22/07,General Motors Corp,370442
886,03/22/07,General Motors Corp,370442
887,04/01/07,General Motors Corp,370442
888,04/03/07,General Motors Corp,370442
889,04/13/07,General Motors Corp,370442
890,04/13/07,General Motors Corp,370442
891,04/13/07,General Motors Corp,370442
892,04/13/07,General Motors Corp,370442
893,05/01/07,General Motors Corp,370442
894,05/14/07,General Motors Corp,370442
895,05/22/07,General Motors Corp,370442
896,05/29/07,General Motors Corp,370442
897,06/04/07,General Motors Corp,370442
898,06/14/07,General Motors Corp,370442
899,06/18/07,General Motors Corp,370442
900,06/18/07,General Motors Corp,370442
901,06/27/07,General Motors Corp,370442
902,07/17/07,General Motors Corp,370442
903,07/18/07,General Motors Corp,370442
904,07/27/07,General Motors Corp,370442
905,08/21/07,General Motors Corp,370442
906,08/26/07,General Motors Corp,370442
907,09/07/07,General Motors Corp,370442
908,09/12/07,General Motors Corp,370442
909,09/24/07,General Motors Corp,370442
910,10/02/07,General Motors Corp,370442
911,10/08/07,General Motors Corp,370442
912,10/09/07,General Motors Corp,370442
913,10/26/07,General Motors Corp,370442
914,11/05/07,General Motors Corp,370442
915,11/07/07,General Motors Corp,370442
916,11/12/07,General Motors Corp,370442
917,11/13/07,General Motors Corp,370442
918,12/03/07,General Motors Corp,370442
919,12/04/07,General Motors Corp,370442
920,01/07/08,General Motors Corp,370442
921,01/15/08,General Motors Corp,370442
922,01/23/08,General Motors Corp,370442
923,01/23/08,General Motors Corp,370442
924,02/12/08,General Motors Corp,370442
925,02/12/08,General Motors Corp,370442
926,02/12/08,General Motors Corp,370442
927,02/14/08,General Motors Corp,370442
928,02/14/08,General Motors Corp,370442
929,02/14/08,General Motors Corp,370442
930,02/14/08,General Motors Corp,370442
931,02/14/08,General Motors Corp,370442
932,02/14/08,General Motors Corp,370442
933,02/14/08,General Motors Corp,370442
934,02/14/08,General Motors Corp,370442
935,02/14/08,General Motors Corp,370442
936,02/14/08,General Motors Corp,370442
937,02/14/08,General Motors Corp,370442
938,02/25/08,General Motors Corp,370442
939,02/26/08,General Motors Corp,370442
940,03/05/08,General Motors Corp,370442
941,03/11/08,General Motors Corp,370442
942,03/18/08,General Motors Corp,370442
943,04/10/08,General Motors Corp,370442
944,04/11/08,General Motors Corp,370442
945,04/14/08,General Motors Corp,370442
946,04/15/08,General Motors Corp,370442
947,05/06/08,General Motors Corp,370442
948,05/12/08,General Motors Corp,370442
949,05/12/08,General Motors Corp,370442
950,05/14/08,General Motors Corp,370442
951,05/30/08,General Motors Corp,370442
952,06/11/08,General Motors Corp,370442
953,06/17/08,General Motors Corp,370442
954,06/18/08,General Motors Corp,370442
955,06/19/08,General Motors Corp,370442
956,06/24/08,General Motors Corp,370442
957,06/24/08,General Motors Corp,370442
958,06/30/08,General Motors Corp,370442
959,07/07/08,General Motors Corp,370442
960,07/09/08,General Motors Corp,370442
961,07/09/08,General Motors Corp,370442
962,07/28/08,General Motors Corp,370442
963,08/04/08,General Motors Corp,370442
964,09/03/08,General Motors Corp,370442
965,09/04/08,General Motors Corp,370442
966,09/09/08,General Motors Corp,370442
967,09/16/08,General Motors Corp,370442
968,09/18/08,General Motors Corp,370442
969,09/25/08,General Motors Corp,370442
970,10/22/08,General Motors Corp,370442
971,10/28/08,General Motors Corp,370442
972,11/03/08,General Motors Corp,370442
973,12/17/08,General Motors Corp,370442
974,12/19/08,General Motors Corp,370442
975,01/05/09,General Motors Corp,370442
976,02/03/09,General Motors Corp,370442
977,05/14/09,General Motors Corp,370442
978,07/15/09,General Motors Corp,370442
979,07/15/09,General Motors Corp,370442
980,07/15/09,General Motors Corp,370442
981,07/15/09,General Motors Corp,370442
982,07/29/09,General Motors Corp,370442
983,07/29/09,General Motors Corp,370442
984,08/13/09,General Motors Corp,370442
985,08/26/09,General Motors Corp,370442
986,09/03/09,General Motors Corp,370442
987,09/08/09,General Motors Corp,370442
988,09/21/09,General Motors Corp,370442
989,09/28/09,General Motors Corp,370442
990,10/26/09,General Motors Corp,370442
991,12/04/09,General Motors Corp,370442
992,12/16/09,General Motors Corp,370442
993,05/04/10,General Motors Corp,370442
994,05/04/10,General Motors Corp,370442
995,05/07/10,General Motors Corp,370442
996,05/20/10,General Motors Corp,370442
997,09/21/10,General Motors Corp,370442
998,10/12/10,General Motors Corp,370442
999,11/08/10,General Motors Corp,370442
1000,12/16/10,General Motors Corp,370442
1001,02/11/11,General Motors Corp,370442
1002,05/26/11,General Motors Corp,370442
1003,06/17/11,General Motors Corp,370442
1004,06/17/11,General Motors Corp,370442
1005,09/08/11,General Motors Corp,370442
1006,09/21/11,General Motors Corp,370442
1007,09/21/11,General Motors Corp,370442
1008,09/21/11,General Motors Corp,370442
1009,09/21/11,General Motors Corp,370442
1010,09/27/11,General Motors Corp,370442
1011,09/27/11,General Motors Corp,370442
1012,11/07/11,General Motors Corp,370442
1013,11/09/11,General Motors Corp,370442
1014,11/09/11,General Motors Corp,370442
1015,11/09/11,General Motors Corp,370442
1016,11/11/11,General Motors Corp,370442
1017,11/29/11,General Motors Corp,370442
1018,12/06/11,General Motors Corp,370442
1019,12/08/11,General Motors Corp,370442
1020,12/08/11,General Motors Corp,370442
1021,12/14/11,General Motors Corp,370442
1022,12/14/11,General Motors Corp,370442
1023,12/20/11,General Motors Corp,370442
1024,01/23/12,General Motors Corp,370442
1025,01/23/12,General Motors Corp,370442
1026,01/23/12,General Motors Corp,370442
1027,01/23/12,General Motors Corp,370442
1028,01/23/12,General Motors Corp,370442
1029,02/07/12,General Motors Corp,370442
1030,03/22/12,General Motors Corp,370442
1031,04/13/12,General Motors Corp,370442
1032,04/16/12,General Motors Corp,370442
1033,05/01/12,General Motors Corp,370442
1034,05/02/12,General Motors Corp,370442
1035,05/03/12,General Motors Corp,370442
1036,05/22/12,General Motors Corp,370442
1037,05/23/12,General Motors Corp,370442
1038,06/11/12,General Motors Corp,370442
1039,06/20/12,General Motors Corp,370442
1040,06/28/12,General Motors Corp,370442
1041,06/28/12,General Motors Corp,370442
1042,06/28/12,General Motors Corp,370442
1043,06/28/12,General Motors Corp,370442
1044,08/06/12,General Motors Corp,370442
1045,08/28/12,General Motors Corp,370442
1046,09/03/12,General Motors Corp,370442
1047,10/01/12,General Motors Corp,370442
1048,10/11/12,General Motors Corp,370442
1049,10/29/12,General Motors Corp,370442
1050,10/29/12,General Motors Corp,370442
1051,10/29/12,General Motors Corp,370442
1052,10/29/12,General Motors Corp,370442
1053,10/30/12,General Motors Corp,370442
1054,11/12/12,General Motors Corp,370442
1055,12/26/12,General Motors Corp,370442
1056,12/26/12,General Motors Corp,370442
1057,12/26/12,General Motors Corp,370442
1,03/24/00,Sina Corp,G81477
2,04/17/00,Sina Corp,G81477
3,05/08/00,Sina Corp,G81477
4,06/08/00,Sina Corp,G81477
5,06/30/00,Sina Corp,G81477
6,12/05/00,Sina Corp,G81477
7,12/08/00,Sina Corp,G81477
8,12/08/00,Sina Corp,G81477
9,12/08/00,Sina Corp,G81477
10,12/08/00,Sina Corp,G81477
11,12/08/00,Sina Corp,G81477
12,12/22/00,Sina Corp,G81477
13,12/22/00,Sina Corp,G81477
14,01/17/01,Sina Corp,G81477
15,05/22/01,Sina Corp,G81477
16,06/08/01,Sina Corp,G81477
17,06/20/01,Sina Corp,G81477
18,07/05/01,Sina Corp,G81477
19,07/05/01,Sina Corp,G81477
20,08/17/01,Sina Corp,G81477
21,11/12/01,Sina Corp,G81477
22,12/07/01,Sina Corp,G81477
23,12/07/01,Sina Corp,G81477
24,01/11/02,Sina Corp,G81477
25,01/11/02,Sina Corp,G81477
26,01/11/02,Sina Corp,G81477
27,01/17/02,Sina Corp,G81477
28,01/17/02,Sina Corp,G81477
29,01/24/02,Sina Corp,G81477
30,02/05/02,Sina Corp,G81477
31,02/05/02,Sina Corp,G81477
32,04/17/02,Sina Corp,G81477
